trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,shape_dist_traveled,timepoint,platform_track
4083554-TRAIN-A24-TRKPI-Semaine-07,18:21:00,18:21:00,BEA1B,10,0,0,23.557,1,Quai 2
4083554-TRAIN-A24-TRKPI-Semaine-07,18:24:00,18:25:00,BUR1B,11,0,0,25.937,1,Quai 2
4083554-TRAIN-A24-TRKPI-Semaine-07,18:28:00,18:29:00,SAB1B,12,0,0,29.049,1,Quai 2
4083554-TRAIN-A24-TRKPI-Semaine-07,18:31:00,18:32:00,LIP1B,13,0,0,30.771,1,Quai 2
4083554-TRAIN-A24-TRKPI-Semaine-07,18:34:00,18:35:00,TVA1B,14,0,0,33.136,1,Quai 2
4083554-TRAIN-A24-TRKPI-Semaine-07,18:37:00,18:38:00,VAU1B,15,0,0,34.391,1,Quai 2
4083554-TRAIN-A24-TRKPI-Semaine-07,18:46:00,18:46:00,VAU8B,16,1,0,38.128,1,Quai 1 et 2
4083555-TRAIN-A24-TRKPI-Semaine-06,18:11:00,18:11:00,MTL2C,1,0,0,0.000,1,Voie 2
4083555-TRAIN-A24-TRKPI-Semaine-06,18:16:00,18:17:00,MTL1C,2,0,0,3.760,1,Quai 2
4083555-TRAIN-A24-TRKPI-Semaine-06,18:22:00,18:24:00,LCH1B,3,0,0,9.363,1,Quai 2
4083555-TRAIN-A24-TRKPI-Semaine-06,18:28:00,18:28:00,DVL2B,4,0,0,11.851,1,Quai 2
4083555-TRAIN-A24-TRKPI-Semaine-06,18:30:00,18:31:00,DVL1B,5,0,0,13.507,1,Quai 2
4083555-TRAIN-A24-TRKPI-Semaine-06,18:33:00,18:34:00,PCL3B,6,0,0,15.592,1,Quai 2
4083555-TRAIN-A24-TRKPI-Semaine-06,18:36:00,18:37:00,PCL2B,7,0,0,16.616,1,Quai 2
4083555-TRAIN-A24-TRKPI-Semaine-06,18:39:00,18:39:00,PCL1B,8,0,0,18.010,1,Quai 2
4083555-TRAIN-A24-TRKPI-Semaine-06,18:42:00,18:43:00,BEA2B,9,0,0,20.318,1,Quai 2
4083555-TRAIN-A24-TRKPI-Semaine-06,18:46:00,18:47:00,BEA1B,10,0,0,23.557,1,Quai 2
4083555-TRAIN-A24-TRKPI-Semaine-06,18:50:00,18:50:00,BUR1B,11,0,0,25.937,1,Quai 2
4083555-TRAIN-A24-TRKPI-Semaine-06,18:53:00,18:53:00,SAB1B,12,0,0,29.049,1,Quai 2
4083555-TRAIN-A24-TRKPI-Semaine-06,18:55:00,18:56:00,LIP1B,13,0,0,30.771,1,Quai 2
4083555-TRAIN-A24-TRKPI-Semaine-06,18:58:00,18:59:00,TVA1B,14,0,0,33.136,1,Quai 2
4083555-TRAIN-A24-TRKPI-Semaine-06,19:03:00,19:03:00,VAU1B,15,0,0,34.391,1,Quai 2
4083555-TRAIN-A24-TRKPI-Semaine-06,19:08:00,19:08:00,VAU8B,16,0,0,38.128,1,Quai 1 et 2
4083555-TRAIN-A24-TRKPI-Semaine-06,19:26:00,19:26:00,HUD1B,17,1,0,48.072,1,Quai 1
4083555-TRAIN-A24-TRKPI-Semaine-07,18:11:00,18:11:00,MTL2C,1,0,0,0.000,1,Voie 2
4083555-TRAIN-A24-TRKPI-Semaine-07,18:16:00,18:17:00,MTL1C,2,0,0,3.760,1,Quai 2
4083555-TRAIN-A24-TRKPI-Semaine-07,18:22:00,18:24:00,LCH1B,3,0,0,9.363,1,Quai 2
4083555-TRAIN-A24-TRKPI-Semaine-07,18:28:00,18:28:00,DVL2B,4,0,0,11.851,1,Quai 2
4083555-TRAIN-A24-TRKPI-Semaine-07,18:30:00,18:31:00,DVL1B,5,0,0,13.507,1,Quai 2
4083555-TRAIN-A24-TRKPI-Semaine-07,18:33:00,18:34:00,PCL3B,6,0,0,15.592,1,Quai 2
4083555-TRAIN-A24-TRKPI-Semaine-07,18:36:00,18:37:00,PCL2B,7,0,0,16.616,1,Quai 2
4083555-TRAIN-A24-TRKPI-Semaine-07,18:39:00,18:39:00,PCL1B,8,0,0,18.010,1,Quai 2
4083555-TRAIN-A24-TRKPI-Semaine-07,18:42:00,18:43:00,BEA2B,9,0,0,20.318,1,Quai 2
4083555-TRAIN-A24-TRKPI-Semaine-07,18:46:00,18:47:00,BEA1B,10,0,0,23.557,1,Quai 2
4083555-TRAIN-A24-TRKPI-Semaine-07,18:50:00,18:50:00,BUR1B,11,0,0,25.937,1,Quai 2
4083555-TRAIN-A24-TRKPI-Semaine-07,18:53:00,18:53:00,SAB1B,12,0,0,29.049,1,Quai 2
4083555-TRAIN-A24-TRKPI-Semaine-07,18:55:00,18:56:00,LIP1B,13,0,0,30.771,1,Quai 2
4083555-TRAIN-A24-TRKPI-Semaine-07,18:58:00,18:59:00,TVA1B,14,0,0,33.136,1,Quai 2
4083555-TRAIN-A24-TRKPI-Semaine-07,19:03:00,19:03:00,VAU1B,15,0,0,34.391,1,Quai 2
4083555-TRAIN-A24-TRKPI-Semaine-07,19:08:00,19:08:00,VAU8B,16,0,0,38.128,1,Quai 1 et 2
4083555-TRAIN-A24-TRKPI-Semaine-07,19:26:00,19:26:00,HUD1B,17,1,0,48.072,1,Quai 1
4083556-TRAIN-A24-TRKPI-Semaine-06,18:36:00,18:36:00,MTL2C,1,0,0,0.000,1,Voie 2
4083556-TRAIN-A24-TRKPI-Semaine-06,18:41:00,18:42:00,MTL1C,2,0,0,3.760,1,Quai 2
4083556-TRAIN-A24-TRKPI-Semaine-06,18:48:00,18:48:00,LCH1B,3,0,0,9.363,1,Quai 2
4083556-TRAIN-A24-TRKPI-Semaine-06,18:52:00,18:53:00,DVL2B,4,0,0,11.851,1,Quai 2
4083556-TRAIN-A24-TRKPI-Semaine-06,18:55:00,18:55:00,DVL1B,5,0,0,13.507,1,Quai 2
4083556-TRAIN-A24-TRKPI-Semaine-06,18:58:00,18:59:00,PCL3B,6,0,0,15.592,1,Quai 2
4083556-TRAIN-A24-TRKPI-Semaine-06,19:01:00,19:01:00,PCL2B,7,0,0,16.616,1,Quai 2
4083556-TRAIN-A24-TRKPI-Semaine-06,19:03:00,19:04:00,PCL1B,8,0,0,18.010,1,Quai 2
4083556-TRAIN-A24-TRKPI-Semaine-06,19:06:00,19:07:00,BEA2B,9,0,0,20.318,1,Quai 2
4083556-TRAIN-A24-TRKPI-Semaine-06,19:10:00,19:11:00,BEA1B,10,0,0,23.557,1,Quai 2
4083556-TRAIN-A24-TRKPI-Semaine-06,19:14:00,19:14:00,BUR1B,11,0,0,25.937,1,Quai 2
4083556-TRAIN-A24-TRKPI-Semaine-06,19:18:00,19:18:00,SAB1B,12,0,0,29.049,1,Quai 2
4083556-TRAIN-A24-TRKPI-Semaine-06,19:21:00,19:22:00,LIP1B,13,0,0,30.771,1,Quai 2
4083556-TRAIN-A24-TRKPI-Semaine-06,19:24:00,19:25:00,TVA1B,14,0,0,33.136,1,Quai 2
4083556-TRAIN-A24-TRKPI-Semaine-06,19:27:00,19:28:00,VAU1B,15,0,0,34.391,1,Quai 2
4083556-TRAIN-A24-TRKPI-Semaine-06,19:36:00,19:36:00,VAU8B,16,1,0,38.128,1,Quai 1 et 2
4083556-TRAIN-A24-TRKPI-Semaine-07,18:36:00,18:36:00,MTL2C,1,0,0,0.000,1,Voie 2
4083556-TRAIN-A24-TRKPI-Semaine-07,18:41:00,18:42:00,MTL1C,2,0,0,3.760,1,Quai 2
4083556-TRAIN-A24-TRKPI-Semaine-07,18:48:00,18:48:00,LCH1B,3,0,0,9.363,1,Quai 2
4083556-TRAIN-A24-TRKPI-Semaine-07,18:52:00,18:53:00,DVL2B,4,0,0,11.851,1,Quai 2
4083556-TRAIN-A24-TRKPI-Semaine-07,18:55:00,18:55:00,DVL1B,5,0,0,13.507,1,Quai 2
4083556-TRAIN-A24-TRKPI-Semaine-07,18:58:00,18:59:00,PCL3B,6,0,0,15.592,1,Quai 2
4083556-TRAIN-A24-TRKPI-Semaine-07,19:01:00,19:01:00,PCL2B,7,0,0,16.616,1,Quai 2
4083556-TRAIN-A24-TRKPI-Semaine-07,19:03:00,19:04:00,PCL1B,8,0,0,18.010,1,Quai 2
4083556-TRAIN-A24-TRKPI-Semaine-07,19:06:00,19:07:00,BEA2B,9,0,0,20.318,1,Quai 2
4083556-TRAIN-A24-TRKPI-Semaine-07,19:10:00,19:11:00,BEA1B,10,0,0,23.557,1,Quai 2
4083556-TRAIN-A24-TRKPI-Semaine-07,19:14:00,19:14:00,BUR1B,11,0,0,25.937,1,Quai 2
4083556-TRAIN-A24-TRKPI-Semaine-07,19:18:00,19:18:00,SAB1B,12,0,0,29.049,1,Quai 2
4083556-TRAIN-A24-TRKPI-Semaine-07,19:21:00,19:22:00,LIP1B,13,0,0,30.771,1,Quai 2
4083556-TRAIN-A24-TRKPI-Semaine-07,19:24:00,19:25:00,TVA1B,14,0,0,33.136,1,Quai 2
4083556-TRAIN-A24-TRKPI-Semaine-07,19:27:00,19:28:00,VAU1B,15,0,0,34.391,1,Quai 2
4083556-TRAIN-A24-TRKPI-Semaine-07,19:36:00,19:36:00,VAU8B,16,1,0,38.128,1,Quai 1 et 2
4083557-TRAIN-A24-TRKPI-Semaine-06,21:21:00,21:21:00,MTL2C,1,0,0,0.000,1,Voie 2
4083557-TRAIN-A24-TRKPI-Semaine-06,21:26:00,21:27:00,MTL1C,2,0,0,3.760,1,Quai 2
4083557-TRAIN-A24-TRKPI-Semaine-06,21:33:00,21:33:00,LCH1B,3,0,0,9.363,1,Quai 2
4083557-TRAIN-A24-TRKPI-Semaine-06,21:37:00,21:38:00,DVL2B,4,0,0,11.851,1,Quai 2
4083557-TRAIN-A24-TRKPI-Semaine-06,21:40:00,21:40:00,DVL1B,5,0,0,13.507,1,Quai 2
4083557-TRAIN-A24-TRKPI-Semaine-06,21:43:00,21:44:00,PCL3B,6,0,0,15.592,1,Quai 2
4083557-TRAIN-A24-TRKPI-Semaine-06,21:46:00,21:46:00,PCL2B,7,0,0,16.616,1,Quai 2
4083557-TRAIN-A24-TRKPI-Semaine-06,21:48:00,21:49:00,PCL1B,8,0,0,18.010,1,Quai 2
4083557-TRAIN-A24-TRKPI-Semaine-06,21:51:00,21:52:00,BEA2B,9,0,0,20.318,1,Quai 2
4083557-TRAIN-A24-TRKPI-Semaine-06,21:55:00,21:56:00,BEA1B,10,0,0,23.557,1,Quai 2
4083557-TRAIN-A24-TRKPI-Semaine-06,21:59:00,21:59:00,BUR1B,11,0,0,25.937,1,Quai 2
4083557-TRAIN-A24-TRKPI-Semaine-06,22:03:00,22:04:00,SAB1B,12,0,0,29.049,1,Quai 2
4083557-TRAIN-A24-TRKPI-Semaine-06,22:06:00,22:07:00,LIP1B,13,0,0,30.771,1,Quai 2
4083557-TRAIN-A24-TRKPI-Semaine-06,22:09:00,22:10:00,TVA1B,14,0,0,33.136,1,Quai 2
4083557-TRAIN-A24-TRKPI-Semaine-06,22:12:00,22:13:00,VAU1B,15,0,0,34.391,1,Quai 2
4083557-TRAIN-A24-TRKPI-Semaine-06,22:21:00,22:21:00,VAU8B,16,1,0,38.128,1,Quai 1 et 2
4083557-TRAIN-A24-TRKPI-Semaine-07,21:21:00,21:21:00,MTL2C,1,0,0,0.000,1,Voie 2
4083557-TRAIN-A24-TRKPI-Semaine-07,21:26:00,21:27:00,MTL1C,2,0,0,3.760,1,Quai 2
4083557-TRAIN-A24-TRKPI-Semaine-07,21:33:00,21:33:00,LCH1B,3,0,0,9.363,1,Quai 2
4083557-TRAIN-A24-TRKPI-Semaine-07,21:37:00,21:38:00,DVL2B,4,0,0,11.851,1,Quai 2
4083557-TRAIN-A24-TRKPI-Semaine-07,21:40:00,21:40:00,DVL1B,5,0,0,13.507,1,Quai 2
4083557-TRAIN-A24-TRKPI-Semaine-07,21:43:00,21:44:00,PCL3B,6,0,0,15.592,1,Quai 2
4083557-TRAIN-A24-TRKPI-Semaine-07,21:46:00,21:46:00,PCL2B,7,0,0,16.616,1,Quai 2
4083557-TRAIN-A24-TRKPI-Semaine-07,21:48:00,21:49:00,PCL1B,8,0,0,18.010,1,Quai 2
4083557-TRAIN-A24-TRKPI-Semaine-07,21:51:00,21:52:00,BEA2B,9,0,0,20.318,1,Quai 2
4083557-TRAIN-A24-TRKPI-Semaine-07,21:55:00,21:56:00,BEA1B,10,0,0,23.557,1,Quai 2
4083557-TRAIN-A24-TRKPI-Semaine-07,21:59:00,21:59:00,BUR1B,11,0,0,25.937,1,Quai 2
4083557-TRAIN-A24-TRKPI-Semaine-07,22:03:00,22:04:00,SAB1B,12,0,0,29.049,1,Quai 2
4083557-TRAIN-A24-TRKPI-Semaine-07,22:06:00,22:07:00,LIP1B,13,0,0,30.771,1,Quai 2
4083557-TRAIN-A24-TRKPI-Semaine-07,22:09:00,22:10:00,TVA1B,14,0,0,33.136,1,Quai 2
4083557-TRAIN-A24-TRKPI-Semaine-07,22:12:00,22:13:00,VAU1B,15,0,0,34.391,1,Quai 2
4083557-TRAIN-A24-TRKPI-Semaine-07,22:21:00,22:21:00,VAU8B,16,1,0,38.128,1,Quai 1 et 2
4083558-TRAIN-A24-TRKPI-Semaine-06,05:45:00,05:45:00,VAU8D,1,0,1,0.000,1,Quai 1 et 2
4083558-TRAIN-A24-TRKPI-Semaine-06,05:49:00,05:50:00,VAU1D,2,0,0,3.737,1,Quai 1
4083558-TRAIN-A24-TRKPI-Semaine-06,05:51:00,05:52:00,TVA1D,3,0,0,4.992,1,Quai 1
4083558-TRAIN-A24-TRKPI-Semaine-06,05:55:00,05:56:00,LIP1D,4,0,0,7.357,1,Quai 1
4083558-TRAIN-A24-TRKPI-Semaine-06,05:58:00,05:59:00,SAB1D,5,0,0,9.081,1,Quai 1
4083558-TRAIN-A24-TRKPI-Semaine-06,06:02:00,06:03:00,BUR1D,6,0,0,12.192,1,Quai 1
4083558-TRAIN-A24-TRKPI-Semaine-06,06:05:00,06:06:00,BEA1D,7,0,0,14.572,1,Quai 1
4083558-TRAIN-A24-TRKPI-Semaine-06,06:09:00,06:10:00,BEA2D,8,0,0,17.811,1,Quai 1
4083558-TRAIN-A24-TRKPI-Semaine-06,06:12:00,06:13:00,PCL1D,9,0,0,20.118,1,Quai 1
4083558-TRAIN-A24-TRKPI-Semaine-06,06:15:00,06:16:00,PCL2D,10,0,0,21.513,1,Quai 1
4083558-TRAIN-A24-TRKPI-Semaine-06,06:17:00,06:18:00,PCL3D,11,0,0,22.538,1,Quai 1
4083558-TRAIN-A24-TRKPI-Semaine-06,06:20:00,06:21:00,DVL1D,12,0,0,24.622,1,Quai 1
4083558-TRAIN-A24-TRKPI-Semaine-06,06:23:00,06:24:00,DVL2D,13,0,0,26.277,1,Quai 1
4083558-TRAIN-A24-TRKPI-Semaine-06,06:27:00,06:28:00,LCH1D,14,0,0,28.766,1,Quai 1
4083558-TRAIN-A24-TRKPI-Semaine-06,06:34:00,06:35:00,MTL1A,15,0,0,34.369,1,Quai 1
4083558-TRAIN-A24-TRKPI-Semaine-06,06:41:00,06:41:00,MTL2A,16,0,0,38.126,1,Voie 1
4083558-TRAIN-A24-TRKPI-Semaine-07,05:45:00,05:45:00,VAU8D,1,0,1,0.000,1,Quai 1 et 2
4083558-TRAIN-A24-TRKPI-Semaine-07,05:49:00,05:50:00,VAU1D,2,0,0,3.737,1,Quai 1
4083558-TRAIN-A24-TRKPI-Semaine-07,05:51:00,05:52:00,TVA1D,3,0,0,4.992,1,Quai 1
4083558-TRAIN-A24-TRKPI-Semaine-07,05:55:00,05:56:00,LIP1D,4,0,0,7.357,1,Quai 1
4083558-TRAIN-A24-TRKPI-Semaine-07,05:58:00,05:59:00,SAB1D,5,0,0,9.081,1,Quai 1
4083558-TRAIN-A24-TRKPI-Semaine-07,06:02:00,06:03:00,BUR1D,6,0,0,12.192,1,Quai 1
4083558-TRAIN-A24-TRKPI-Semaine-07,06:05:00,06:06:00,BEA1D,7,0,0,14.572,1,Quai 1
4083558-TRAIN-A24-TRKPI-Semaine-07,06:09:00,06:10:00,BEA2D,8,0,0,17.811,1,Quai 1
4083558-TRAIN-A24-TRKPI-Semaine-07,06:12:00,06:13:00,PCL1D,9,0,0,20.118,1,Quai 1
4083558-TRAIN-A24-TRKPI-Semaine-07,06:15:00,06:16:00,PCL2D,10,0,0,21.513,1,Quai 1
4083558-TRAIN-A24-TRKPI-Semaine-07,06:17:00,06:18:00,PCL3D,11,0,0,22.538,1,Quai 1
4083558-TRAIN-A24-TRKPI-Semaine-07,06:20:00,06:21:00,DVL1D,12,0,0,24.622,1,Quai 1
4083558-TRAIN-A24-TRKPI-Semaine-07,06:23:00,06:24:00,DVL2D,13,0,0,26.277,1,Quai 1
4083558-TRAIN-A24-TRKPI-Semaine-07,06:27:00,06:28:00,LCH1D,14,0,0,28.766,1,Quai 1
4083558-TRAIN-A24-TRKPI-Semaine-07,06:34:00,06:35:00,MTL1A,15,0,0,34.369,1,Quai 1
4083558-TRAIN-A24-TRKPI-Semaine-07,06:41:00,06:41:00,MTL2A,16,0,0,38.126,1,Voie 1
4083559-TRAIN-A24-TRKPI-Semaine-06,06:13:00,06:13:00,HUD1D,1,0,1,0.000,1,Quai 1
4083559-TRAIN-A24-TRKPI-Semaine-06,06:24:00,06:25:00,VAU8D,2,0,0,9.942,1,Quai 1 et 2
4083559-TRAIN-A24-TRKPI-Semaine-06,06:29:00,06:30:00,VAU1D,3,0,0,13.679,1,Quai 1
4083559-TRAIN-A24-TRKPI-Semaine-06,06:31:00,06:32:00,TVA1D,4,0,0,14.934,1,Quai 1
4083559-TRAIN-A24-TRKPI-Semaine-06,06:34:00,06:35:00,LIP1D,5,0,0,17.299,1,Quai 1
4083559-TRAIN-A24-TRKPI-Semaine-06,06:37:00,06:38:00,SAB1D,6,0,0,19.023,1,Quai 1
4083559-TRAIN-A24-TRKPI-Semaine-06,06:41:00,06:42:00,BUR1D,7,0,0,22.134,1,Quai 1
4083559-TRAIN-A24-TRKPI-Semaine-06,06:44:00,06:45:00,BEA1D,8,0,0,24.514,1,Quai 1
4083559-TRAIN-A24-TRKPI-Semaine-06,06:48:00,06:49:00,BEA2D,9,0,0,27.753,1,Quai 1
4083559-TRAIN-A24-TRKPI-Semaine-06,06:51:00,06:52:00,PCL1D,10,0,0,30.060,1,Quai 1
4083559-TRAIN-A24-TRKPI-Semaine-06,06:54:00,06:55:00,PCL2D,11,0,0,31.455,1,Quai 1
4083559-TRAIN-A24-TRKPI-Semaine-06,06:56:00,06:57:00,PCL3D,12,0,0,32.480,1,Quai 1
4083559-TRAIN-A24-TRKPI-Semaine-06,06:59:00,07:00:00,DVL1D,13,0,0,34.564,1,Quai 1
4083559-TRAIN-A24-TRKPI-Semaine-06,07:02:00,07:03:00,DVL2D,14,0,0,36.219,1,Quai 1
4083559-TRAIN-A24-TRKPI-Semaine-06,07:06:00,07:07:00,LCH1D,15,0,0,38.708,1,Quai 1
4083559-TRAIN-A24-TRKPI-Semaine-06,07:13:00,07:14:00,MTL1A,16,0,0,44.311,1,Quai 1
4083559-TRAIN-A24-TRKPI-Semaine-06,07:20:00,07:20:00,MTL2A,17,0,0,48.068,1,Voie 1
4083559-TRAIN-A24-TRKPI-Semaine-07,06:13:00,06:13:00,HUD1D,1,0,1,0.000,1,Quai 1
4083559-TRAIN-A24-TRKPI-Semaine-07,06:24:00,06:25:00,VAU8D,2,0,0,9.942,1,Quai 1 et 2
4083559-TRAIN-A24-TRKPI-Semaine-07,06:29:00,06:30:00,VAU1D,3,0,0,13.679,1,Quai 1
4083559-TRAIN-A24-TRKPI-Semaine-07,06:31:00,06:32:00,TVA1D,4,0,0,14.934,1,Quai 1
4083559-TRAIN-A24-TRKPI-Semaine-07,06:34:00,06:35:00,LIP1D,5,0,0,17.299,1,Quai 1
4083559-TRAIN-A24-TRKPI-Semaine-07,06:37:00,06:38:00,SAB1D,6,0,0,19.023,1,Quai 1
4083559-TRAIN-A24-TRKPI-Semaine-07,06:41:00,06:42:00,BUR1D,7,0,0,22.134,1,Quai 1
4083559-TRAIN-A24-TRKPI-Semaine-07,06:44:00,06:45:00,BEA1D,8,0,0,24.514,1,Quai 1
4083559-TRAIN-A24-TRKPI-Semaine-07,06:48:00,06:49:00,BEA2D,9,0,0,27.753,1,Quai 1
4083559-TRAIN-A24-TRKPI-Semaine-07,06:51:00,06:52:00,PCL1D,10,0,0,30.060,1,Quai 1
4083559-TRAIN-A24-TRKPI-Semaine-07,06:54:00,06:55:00,PCL2D,11,0,0,31.455,1,Quai 1
4083559-TRAIN-A24-TRKPI-Semaine-07,06:56:00,06:57:00,PCL3D,12,0,0,32.480,1,Quai 1
4083559-TRAIN-A24-TRKPI-Semaine-07,06:59:00,07:00:00,DVL1D,13,0,0,34.564,1,Quai 1
4083559-TRAIN-A24-TRKPI-Semaine-07,07:02:00,07:03:00,DVL2D,14,0,0,36.219,1,Quai 1
4083559-TRAIN-A24-TRKPI-Semaine-07,07:06:00,07:07:00,LCH1D,15,0,0,38.708,1,Quai 1
4083559-TRAIN-A24-TRKPI-Semaine-07,07:13:00,07:14:00,MTL1A,16,0,0,44.311,1,Quai 1
4083559-TRAIN-A24-TRKPI-Semaine-07,07:20:00,07:20:00,MTL2A,17,0,0,48.068,1,Voie 1
4083560-TRAIN-A24-TRKPI-Semaine-06,06:45:00,06:45:00,VAU8D,1,0,1,0.000,1,Quai 1 et 2
4083560-TRAIN-A24-TRKPI-Semaine-06,06:49:00,06:50:00,VAU1D,2,0,0,3.737,1,Quai 1
4083560-TRAIN-A24-TRKPI-Semaine-06,06:51:00,06:52:00,TVA1D,3,0,0,4.992,1,Quai 1
4083560-TRAIN-A24-TRKPI-Semaine-06,06:54:00,06:55:00,LIP1D,4,0,0,7.357,1,Quai 1
4083560-TRAIN-A24-TRKPI-Semaine-06,06:57:00,06:58:00,SAB1D,5,0,0,9.081,1,Quai 1
4083560-TRAIN-A24-TRKPI-Semaine-06,07:01:00,07:02:00,BUR1D,6,0,0,12.192,1,Quai 1
4083560-TRAIN-A24-TRKPI-Semaine-06,07:04:00,07:05:00,BEA1D,7,0,0,14.572,1,Quai 1
4083560-TRAIN-A24-TRKPI-Semaine-06,07:08:00,07:09:00,BEA2D,8,0,0,17.811,1,Quai 1
4083560-TRAIN-A24-TRKPI-Semaine-06,07:11:00,07:12:00,PCL1D,9,0,0,20.118,1,Quai 1
4083560-TRAIN-A24-TRKPI-Semaine-06,07:14:00,07:15:00,PCL2D,10,0,0,21.513,1,Quai 1
4083560-TRAIN-A24-TRKPI-Semaine-06,07:16:00,07:17:00,PCL3D,11,0,0,22.538,1,Quai 1
4083560-TRAIN-A24-TRKPI-Semaine-06,07:19:00,07:20:00,DVL1D,12,0,0,24.622,1,Quai 1
4083560-TRAIN-A24-TRKPI-Semaine-06,07:22:00,07:23:00,DVL2D,13,0,0,26.277,1,Quai 1
4083560-TRAIN-A24-TRKPI-Semaine-06,07:26:00,07:27:00,LCH1D,14,0,0,28.766,1,Quai 1
4083560-TRAIN-A24-TRKPI-Semaine-06,07:33:00,07:34:00,MTL1A,15,0,0,34.369,1,Quai 1
4083560-TRAIN-A24-TRKPI-Semaine-06,07:41:00,07:41:00,MTL2A,16,0,0,38.126,1,Voie 1
4083560-TRAIN-A24-TRKPI-Semaine-07,06:45:00,06:45:00,VAU8D,1,0,1,0.000,1,Quai 1 et 2
4083560-TRAIN-A24-TRKPI-Semaine-07,06:49:00,06:50:00,VAU1D,2,0,0,3.737,1,Quai 1
4083560-TRAIN-A24-TRKPI-Semaine-07,06:51:00,06:52:00,TVA1D,3,0,0,4.992,1,Quai 1
4083560-TRAIN-A24-TRKPI-Semaine-07,06:54:00,06:55:00,LIP1D,4,0,0,7.357,1,Quai 1
4083560-TRAIN-A24-TRKPI-Semaine-07,06:57:00,06:58:00,SAB1D,5,0,0,9.081,1,Quai 1
4083560-TRAIN-A24-TRKPI-Semaine-07,07:01:00,07:02:00,BUR1D,6,0,0,12.192,1,Quai 1
4083560-TRAIN-A24-TRKPI-Semaine-07,07:04:00,07:05:00,BEA1D,7,0,0,14.572,1,Quai 1
4083560-TRAIN-A24-TRKPI-Semaine-07,07:08:00,07:09:00,BEA2D,8,0,0,17.811,1,Quai 1
4083560-TRAIN-A24-TRKPI-Semaine-07,07:11:00,07:12:00,PCL1D,9,0,0,20.118,1,Quai 1
4083560-TRAIN-A24-TRKPI-Semaine-07,07:14:00,07:15:00,PCL2D,10,0,0,21.513,1,Quai 1
4083560-TRAIN-A24-TRKPI-Semaine-07,07:16:00,07:17:00,PCL3D,11,0,0,22.538,1,Quai 1
4083560-TRAIN-A24-TRKPI-Semaine-07,07:19:00,07:20:00,DVL1D,12,0,0,24.622,1,Quai 1
4083560-TRAIN-A24-TRKPI-Semaine-07,07:22:00,07:23:00,DVL2D,13,0,0,26.277,1,Quai 1
4083560-TRAIN-A24-TRKPI-Semaine-07,07:26:00,07:27:00,LCH1D,14,0,0,28.766,1,Quai 1
4083560-TRAIN-A24-TRKPI-Semaine-07,07:33:00,07:34:00,MTL1A,15,0,0,34.369,1,Quai 1
4083560-TRAIN-A24-TRKPI-Semaine-07,07:41:00,07:41:00,MTL2A,16,0,0,38.126,1,Voie 1
4083561-TRAIN-A24-TRKPI-Semaine-06,06:55:00,06:55:00,VAU8D,1,0,1,0.000,1,Quai 1 et 2
4083561-TRAIN-A24-TRKPI-Semaine-06,06:59:00,07:00:00,VAU1D,2,0,0,3.737,1,Quai 1
4083561-TRAIN-A24-TRKPI-Semaine-06,07:01:00,07:02:00,TVA1D,3,0,0,4.992,1,Quai 1
4083561-TRAIN-A24-TRKPI-Semaine-06,07:05:00,07:06:00,LIP1D,4,0,0,7.357,1,Quai 1
4083561-TRAIN-A24-TRKPI-Semaine-06,07:08:00,07:09:00,SAB1D,5,0,0,9.081,1,Quai 1
4083561-TRAIN-A24-TRKPI-Semaine-06,07:12:00,07:13:00,BUR1D,6,0,0,12.192,1,Quai 1
4083561-TRAIN-A24-TRKPI-Semaine-06,07:15:00,07:16:00,BEA1D,7,0,0,14.572,1,Quai 1
4083561-TRAIN-A24-TRKPI-Semaine-06,07:19:00,07:20:00,BEA2D,8,0,0,17.811,1,Quai 1
4083561-TRAIN-A24-TRKPI-Semaine-06,07:23:00,07:24:00,PCL1D,9,0,0,20.118,1,Quai 1
4083561-TRAIN-A24-TRKPI-Semaine-06,07:26:00,07:27:00,PCL2D,10,0,0,21.513,1,Quai 1
4083561-TRAIN-A24-TRKPI-Semaine-06,07:28:00,07:29:00,PCL3D,11,0,0,22.538,1,Quai 1
4083561-TRAIN-A24-TRKPI-Semaine-06,07:31:00,07:32:00,DVL1D,12,0,0,24.622,1,Quai 1
4083561-TRAIN-A24-TRKPI-Semaine-06,07:34:00,07:35:00,DVL2D,13,0,0,26.277,1,Quai 1
4083561-TRAIN-A24-TRKPI-Semaine-06,07:38:00,07:39:00,LCH1D,14,0,0,28.766,1,Quai 1
4083561-TRAIN-A24-TRKPI-Semaine-06,07:45:00,07:46:00,MTL1A,15,0,0,34.369,1,Quai 1
4083561-TRAIN-A24-TRKPI-Semaine-06,07:52:00,07:52:00,MTL2A,16,0,0,38.126,1,Voie 1
4083561-TRAIN-A24-TRKPI-Semaine-07,06:55:00,06:55:00,VAU8D,1,0,1,0.000,1,Quai 1 et 2
4083561-TRAIN-A24-TRKPI-Semaine-07,06:59:00,07:00:00,VAU1D,2,0,0,3.737,1,Quai 1
4083561-TRAIN-A24-TRKPI-Semaine-07,07:01:00,07:02:00,TVA1D,3,0,0,4.992,1,Quai 1
4083561-TRAIN-A24-TRKPI-Semaine-07,07:05:00,07:06:00,LIP1D,4,0,0,7.357,1,Quai 1
