shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
10217,45.449715,-73.790856,120001,32.480
10217,45.449756,-73.790411,120002,32.515
10217,45.449817,-73.789642,120003,32.576
10217,45.449822,-73.789568,120004,32.582
10217,45.449836,-73.789346,120005,32.599
10217,45.449910,-73.788155,120006,32.693
10217,45.449927,-73.787871,120007,32.715
10217,45.449933,-73.787673,120008,32.731
10217,45.449983,-73.786027,120009,32.859
10217,45.449985,-73.784493,120010,32.980
10217,45.449985,-73.784179,120011,33.004
10217,45.449933,-73.781743,120012,33.195
10217,45.449926,-73.781351,120013,33.225
10217,45.449908,-73.780503,120014,33.292
10217,45.449907,-73.780420,120015,33.298
10217,45.449901,-73.780153,120016,33.319
10217,45.449853,-73.777459,120017,33.530
10217,45.449840,-73.776737,120018,33.587
10217,45.449814,-73.775464,120019,33.686
10217,45.449694,-73.769589,120020,34.146
10217,45.449675,-73.768622,120021,34.222
10217,45.449670,-73.768386,120022,34.241
10217,45.449643,-73.766804,120023,34.364
10217,45.449627,-73.765868,120024,34.438
10217,45.449591,-73.764256,120025,34.564
10217,45.449591,-73.764257,130001,34.564
10217,45.449571,-73.763430,130002,34.629
10217,45.449539,-73.761921,130003,34.747
10217,45.449509,-73.760500,130004,34.858
10217,45.449503,-73.760190,130005,34.882
10217,45.449444,-73.757164,130006,35.119
10217,45.449427,-73.756163,130007,35.198
10217,45.449414,-73.755457,130008,35.253
10217,45.449383,-73.753638,130009,35.395
10217,45.449316,-73.750303,130010,35.656
10217,45.449308,-73.749892,130011,35.689
10217,45.449273,-73.748058,130012,35.832
10217,45.449196,-73.744107,130013,36.142
10217,45.449177,-73.743110,130014,36.219
10217,45.449177,-73.743111,140001,36.219
10217,45.449097,-73.738970,140002,36.544
10217,45.449079,-73.738085,140003,36.613
10217,45.449067,-73.737175,140004,36.684
10217,45.449065,-73.737077,140005,36.692
10217,45.449070,-73.736695,140006,36.722
10217,45.449077,-73.736147,140007,36.765
10217,45.449079,-73.736027,140008,36.774
10217,45.449097,-73.735354,140009,36.827
10217,45.449106,-73.734956,140010,36.858
10217,45.449111,-73.734286,140011,36.910
10217,45.449111,-73.734174,140012,36.919
10217,45.449107,-73.733872,140013,36.943
10217,45.449099,-73.733338,140014,36.984
10217,45.449093,-73.733035,140015,37.008
10217,45.449093,-73.732994,140016,37.011
10217,45.449080,-73.732333,140017,37.063
10217,45.449070,-73.731751,140018,37.109
10217,45.449063,-73.731413,140019,37.135
10217,45.449059,-73.731188,140020,37.153
10217,45.449056,-73.730993,140021,37.168
10217,45.449050,-73.730728,140022,37.189
10217,45.449045,-73.730507,140023,37.206
10217,45.449016,-73.729145,140024,37.313
10217,45.449005,-73.728598,140025,37.355
10217,45.448996,-73.728152,140026,37.390
10217,45.448905,-73.723431,140027,37.760
10217,45.448872,-73.721685,140028,37.897
10217,45.448855,-73.720879,140029,37.960
10217,45.448806,-73.718372,140030,38.156
10217,45.448774,-73.716841,140031,38.276
10217,45.448728,-73.714637,140032,38.449
10217,45.448707,-73.713536,140033,38.535
10217,45.448664,-73.711325,140034,38.708
10217,45.448664,-73.711327,150001,38.708
10217,45.448620,-73.709233,150002,38.872
10217,45.448600,-73.708004,150003,38.968
10217,45.448598,-73.707880,150004,38.978
10217,45.448598,-73.707787,150005,38.985
10217,45.448599,-73.707345,150006,39.019
10217,45.448601,-73.707140,150007,39.035
10217,45.448604,-73.706913,150008,39.053
10217,45.448604,-73.706861,150009,39.057
10217,45.448611,-73.706726,150010,39.068
10217,45.448636,-73.706156,150011,39.113
10217,45.448644,-73.705990,150012,39.126
10217,45.448670,-73.705522,150013,39.162
10217,45.448703,-73.705049,150014,39.200
10217,45.448706,-73.704992,150015,39.204
10217,45.448718,-73.704852,150016,39.215
10217,45.448775,-73.704108,150017,39.273
10217,45.448828,-73.703411,150018,39.328
10217,45.448869,-73.702863,150019,39.371
10217,45.448933,-73.701976,150020,39.441
10217,45.448996,-73.701110,150021,39.509
10217,45.449071,-73.700110,150022,39.588
10217,45.449112,-73.699564,150023,39.631
10217,45.449158,-73.698947,150024,39.680
10217,45.449254,-73.697630,150025,39.783
10217,45.449340,-73.696464,150026,39.875
10217,45.449531,-73.693873,150027,40.079
10217,45.449587,-73.693104,150028,40.139
10217,45.449619,-73.692651,150029,40.175
10217,45.449650,-73.692239,150030,40.207
10217,45.449686,-73.691831,150031,40.240
10217,45.449709,-73.691592,150032,40.258
10217,45.449745,-73.691266,150033,40.284
10217,45.449764,-73.691093,150034,40.298
10217,45.449779,-73.690984,150035,40.307
10217,45.449817,-73.690699,150036,40.330
10217,45.449864,-73.690376,150037,40.355
10217,45.450005,-73.689494,150038,40.426
10217,45.450044,-73.689245,150039,40.446
10217,45.450168,-73.688470,150040,40.508
10217,45.450230,-73.688078,150041,40.540
10217,45.450368,-73.687239,150042,40.607
10217,45.450415,-73.686939,150043,40.631
10217,45.450445,-73.686752,150044,40.646
10217,45.450469,-73.686598,150045,40.658
10217,45.450492,-73.686449,150046,40.670
10217,45.450511,-73.686334,150047,40.680
10217,45.450664,-73.685401,150048,40.755
10217,45.450815,-73.684447,150049,40.831
10217,45.450993,-73.683337,150050,40.920
10217,45.451153,-73.682350,150051,40.999
10217,45.451361,-73.681077,150052,41.102
10217,45.451484,-73.680331,150053,41.162
10217,45.451868,-73.677936,150054,41.354
10217,45.451950,-73.677438,150055,41.394
10217,45.452051,-73.676828,150056,41.443
10217,45.452165,-73.676139,150057,41.498
10217,45.452275,-73.675448,150058,41.554
10217,45.452453,-73.674343,150059,41.643
10217,45.452563,-73.673655,150060,41.698
10217,45.452865,-73.671797,150061,41.847
10217,45.452973,-73.671095,150062,41.903
10217,45.452987,-73.671006,150063,41.910
10217,45.452996,-73.670930,150064,41.916
10217,45.453034,-73.670628,150065,41.941
10217,45.453054,-73.670438,150066,41.956
10217,45.453073,-73.670243,150067,41.971
10217,45.453081,-73.670151,150068,41.978
10217,45.453101,-73.669859,150069,42.001
10217,45.453112,-73.669697,150070,42.014
10217,45.453130,-73.669326,150071,42.043
10217,45.453138,-73.668887,150072,42.077
10217,45.453130,-73.668543,150073,42.104
10217,45.453128,-73.668442,150074,42.112
10217,45.453125,-73.668336,150075,42.120
10217,45.453110,-73.668001,150076,42.147
10217,45.453057,-73.667320,150077,42.200
10217,45.452985,-73.666727,150078,42.248
10217,45.452958,-73.666516,150079,42.264
10217,45.452609,-73.663851,150080,42.476
10217,45.452216,-73.660864,150081,42.714
10217,45.451912,-73.658542,150082,42.899
10217,45.451820,-73.657845,150083,42.954
10217,45.451685,-73.656814,150084,43.036
10217,45.451636,-73.656424,150085,43.068
10217,45.451597,-73.656107,150086,43.093
10217,45.451558,-73.655807,150087,43.117
10217,45.451155,-73.652905,150088,43.348
10217,45.451062,-73.652234,150089,43.402
10217,45.451049,-73.652146,150090,43.409
10217,45.451017,-73.651869,150091,43.431
10217,45.450967,-73.651443,150092,43.464
10217,45.450921,-73.651009,150093,43.499
10217,45.450894,-73.650571,150094,43.533
10217,45.450891,-73.650520,150095,43.537
10217,45.450882,-73.650108,150096,43.569
10217,45.450879,-73.649951,150097,43.582
10217,45.450892,-73.649592,150098,43.610
10217,45.450896,-73.649479,150099,43.619
10217,45.450899,-73.649425,150100,43.623
10217,45.450926,-73.648987,150101,43.657
10217,45.450974,-73.648528,150102,43.694
10217,45.451040,-73.648054,150103,43.731
10217,45.451051,-73.647994,150104,43.736
10217,45.451125,-73.647594,150105,43.769
10217,45.451231,-73.647140,150106,43.806
10217,45.451265,-73.646996,150107,43.818
10217,45.451411,-73.646463,150108,43.863
10217,45.451565,-73.646002,150109,43.903
10217,45.451588,-73.645930,150110,43.909
10217,45.451628,-73.645824,150111,43.918
10217,45.451746,-73.645523,150112,43.945
10217,45.451761,-73.645481,150113,43.949
10217,45.451847,-73.645282,150114,43.967
10217,45.451923,-73.645105,150115,43.983
10217,45.451959,-73.645034,150116,43.990
10217,45.452183,-73.644582,150117,44.033
10217,45.452235,-73.644482,150118,44.043
10217,45.452903,-73.643191,150119,44.169
10217,45.453206,-73.642609,150120,44.225
10217,45.453668,-73.641727,150121,44.311
10217,45.453758,-73.641792,160001,44.311
10217,45.454138,-73.641062,160002,44.382
10217,45.454453,-73.640455,160003,44.441
10217,45.454671,-73.640039,160004,44.482
10217,45.454926,-73.639487,160005,44.534
10217,45.455079,-73.639148,160006,44.565
10217,45.455193,-73.638870,160007,44.590
10217,45.455352,-73.638558,160008,44.620
10217,45.455679,-73.637839,160009,44.687
10217,45.455845,-73.637519,160010,44.718
10217,45.456870,-73.635545,160011,44.910
10217,45.457405,-73.634511,160012,45.011
10217,45.457851,-73.633647,160013,45.095
10217,45.459364,-73.630740,160014,45.378
10217,45.459804,-73.629893,160015,45.460
10217,45.461106,-73.627395,160016,45.703
10217,45.462074,-73.625529,160017,45.885
10217,45.462240,-73.625209,160018,45.916
10217,45.462689,-73.624343,160019,46.000
10217,45.462992,-73.623758,160020,46.057
10217,45.463582,-73.622630,160021,46.167
10217,45.464351,-73.621162,160022,46.310
10217,45.464973,-73.619976,160023,46.425
10217,45.465420,-73.619114,160024,46.509
10217,45.466626,-73.616778,160025,46.736
10217,45.467415,-73.615247,160026,46.884
10217,45.467852,-73.614401,160027,46.967
10217,45.468129,-73.613868,160028,47.018
10217,45.468613,-73.612938,160029,47.109
10217,45.469330,-73.611565,160030,47.242
10217,45.470226,-73.609845,160031,47.410
10217,45.470881,-73.608582,160032,47.533
10217,45.470930,-73.608486,160033,47.542
10217,45.470983,-73.608385,160034,47.552
10217,45.471323,-73.607725,160035,47.616
10217,45.471394,-73.607587,160036,47.629
10217,45.471468,-73.607448,160037,47.643
10217,45.472050,-73.606321,160038,47.752
10217,45.472153,-73.606123,160039,47.771
10217,45.472207,-73.606016,160040,47.782
10217,45.472246,-73.605943,160041,47.789
10217,45.472284,-73.605869,160042,47.796
10217,45.472721,-73.605029,160043,47.878
10217,45.472890,-73.604708,160044,47.909
10217,45.473065,-73.604381,160045,47.941
10217,45.473576,-73.603434,160046,48.035
10217,45.473629,-73.603335,160047,48.044
10217,45.473663,-73.603273,160048,48.050
10217,45.473765,-73.603093,160049,48.068
10217,45.473765,-73.603092,170001,48.068
10217,45.474004,-73.602669,170002,48.111
10217,45.474600,-73.601609,170003,48.217
10217,45.475812,-73.599448,170004,48.433
10217,45.476349,-73.598501,170005,48.528
10217,45.476730,-73.597829,170006,48.596
10217,45.476874,-73.597577,170007,48.621
10217,45.477097,-73.597192,170008,48.660
10217,45.477947,-73.595721,170009,48.809
10217,45.478277,-73.595139,170010,48.867
10217,45.478486,-73.594771,170011,48.904
10217,45.478505,-73.594737,170012,48.908
10217,45.478827,-73.594246,170013,48.960
10217,45.478926,-73.594088,170014,48.977
10217,45.478978,-73.593994,170015,48.986
10217,45.479578,-73.592900,170016,49.095
10217,45.480154,-73.591913,170017,49.195
10217,45.480681,-73.591045,170018,49.285
10217,45.481274,-73.590071,170019,49.386
10217,45.481285,-73.590055,170020,49.387
10217,45.481682,-73.589444,170021,49.452
10217,45.482499,-73.588191,170022,49.586
10217,45.483170,-73.587167,170023,49.695
10217,45.483697,-73.586360,170024,49.781
10217,45.484651,-73.584905,170025,49.937
10217,45.484718,-73.584800,170026,49.948
10217,45.486636,-73.581802,170027,50.265
10217,45.487628,-73.580272,170028,50.428
10217,45.487702,-73.580160,170029,50.440
10217,45.487823,-73.579983,170030,50.459
10217,45.488148,-73.579509,170031,50.511
10217,45.488418,-73.579118,170032,50.554
10217,45.488488,-73.579026,170033,50.564
10217,45.489083,-73.578245,170034,50.654
10217,45.489271,-73.578006,170035,50.682
10217,45.490112,-73.576951,170036,50.807
10217,45.490238,-73.576794,170037,50.826
10217,45.490299,-73.576716,170038,50.835
10217,45.490541,-73.576397,170039,50.872
10217,45.490786,-73.576080,170040,50.909
10217,45.490889,-73.575945,170041,50.924
10217,45.490958,-73.575851,170042,50.935
10217,45.491528,-73.575074,170043,51.023
10217,45.491844,-73.574631,170044,51.072
10217,45.492311,-73.573977,170045,51.145
10217,45.492765,-73.573359,170046,51.215
10217,45.493252,-73.572703,170047,51.289
10217,45.493541,-73.572433,170048,51.328
10217,45.494751,-73.570775,170049,51.514
10218,45.494751,-73.570775,10001,0.000
10218,45.493541,-73.572433,10002,0.187
10218,45.493245,-73.572711,10003,0.226
10218,45.492765,-73.573359,10004,0.300
10218,45.492234,-73.574086,10005,0.382
10218,45.491844,-73.574631,10006,0.443
10218,45.491622,-73.574943,10007,0.477
10218,45.491409,-73.575236,10008,0.510
10218,45.490986,-73.575813,10009,0.575
10218,45.490730,-73.576152,10010,0.614
10218,45.490267,-73.576757,10011,0.684
10218,45.489621,-73.577567,10012,0.780
10218,45.489291,-73.577981,10013,0.829
10218,45.488959,-73.578407,10014,0.879
10218,45.488436,-73.579093,10015,0.958
10218,45.488006,-73.579716,10016,1.026
10218,45.487802,-73.580014,10017,1.058
10218,45.487621,-73.580282,10018,1.088
10218,45.486897,-73.581399,10019,1.206
10218,45.485889,-73.582970,10020,1.373
10218,45.484676,-73.584866,10021,1.573
10218,45.483697,-73.586360,10022,1.733
10218,45.482842,-73.587668,10023,1.872
10218,45.481870,-73.589157,10024,2.031
10218,45.481274,-73.590071,10025,2.129
10218,45.480483,-73.591371,10026,2.263
10218,45.480168,-73.591889,10027,2.317
10218,45.479578,-73.592900,10028,2.419
10218,45.479466,-73.593105,10029,2.440
10218,45.478916,-73.594104,10030,2.539
10218,45.478842,-73.594223,10031,2.551
10218,45.478505,-73.594737,10032,2.606
10218,45.478168,-73.595331,10033,2.666
10218,45.477897,-73.595806,10034,2.714
10218,45.477076,-73.597229,10035,2.858
10218,45.476929,-73.597483,10036,2.883
10218,45.476521,-73.598198,10037,2.955
10218,45.475911,-73.599273,10038,3.063
10218,45.475606,-73.599815,10039,3.118
10218,45.474683,-73.601461,10040,3.282
10218,45.473765,-73.603092,10041,3.446
10218,45.473765,-73.603092,20001,3.446
10218,45.473553,-73.603476,20002,3.484
10218,45.472839,-73.604805,20003,3.615
10218,45.472284,-73.605869,20004,3.718
10218,45.470282,-73.609737,20005,4.094
10218,45.468999,-73.612200,20006,4.334
10218,45.467940,-73.614231,20007,4.532
10218,45.466317,-73.617375,20008,4.837
10218,45.465334,-73.619279,20009,5.021
10218,45.465083,-73.619762,20010,5.068
10218,45.464273,-73.621310,20011,5.219
10218,45.463165,-73.623427,20012,5.426
10218,45.462221,-73.625247,20013,5.603
10218,45.460601,-73.628366,20014,5.906
10218,45.459891,-73.629727,20015,6.038
10218,45.457834,-73.633681,20016,6.423
10218,45.457047,-73.635202,20017,6.571
10218,45.456598,-73.636068,20018,6.655
10218,45.455697,-73.637805,20019,6.824
10218,45.455643,-73.637919,20020,6.835
10218,45.455347,-73.638568,20021,6.895
10218,45.455192,-73.638871,20022,6.924
10218,45.455061,-73.639189,20023,6.953
10218,45.454916,-73.639508,20024,6.983
10218,45.454667,-73.640048,20025,7.033
10218,45.454610,-73.640155,20026,7.044
10218,45.454534,-73.640298,20027,7.058
10218,45.453743,-73.641821,20028,7.206
10218,45.453668,-73.641727,30001,7.206
10218,45.453137,-73.642743,30002,7.305
10218,45.452659,-73.643661,30003,7.394
10218,45.452183,-73.644582,30004,7.484
10218,45.451947,-73.645056,30005,7.529
10218,45.451903,-73.645152,30006,7.538
10218,45.451774,-73.645452,30007,7.566
10218,45.451601,-73.645898,30008,7.606
10218,45.451446,-73.646357,30009,7.645
10218,45.451414,-73.646455,30010,7.654
10218,45.451307,-73.646840,30011,7.686
10218,45.451259,-73.647021,30012,7.701
10218,45.451188,-73.647326,30013,7.726
10218,45.451112,-73.647665,30014,7.754
10218,45.451029,-73.648128,30015,7.792
10218,45.450974,-73.648528,30016,7.824
10218,45.450926,-73.648987,30017,7.860
10218,45.450899,-73.649425,30018,7.894
10218,45.450892,-73.649592,30019,7.907
10218,45.450880,-73.649984,30020,7.938
10218,45.450890,-73.650472,30021,7.976
10218,45.450919,-73.650983,30022,8.016
10218,45.450967,-73.651443,30023,8.053
10218,45.451021,-73.651897,30024,8.089
10218,45.451049,-73.652146,30025,8.108
10218,45.451078,-73.652354,30026,8.125
10218,45.451242,-73.653536,30027,8.219
10218,45.451568,-73.655877,30028,8.406
10218,45.451654,-73.656574,30029,8.461
10218,45.451851,-73.658086,30030,8.582
10218,45.452222,-73.660913,30031,8.807
10218,45.452905,-73.666112,30032,9.221
10218,45.452983,-73.666710,30033,9.268
10218,45.453053,-73.667289,30034,9.314
10218,45.453110,-73.668001,30035,9.370
10218,45.453127,-73.668405,30036,9.402
10218,45.453133,-73.668655,30037,9.422
10218,45.453138,-73.668887,30038,9.440
10218,45.453132,-73.669184,30039,9.463
10218,45.453127,-73.669382,30040,9.479
10218,45.453116,-73.669613,30041,9.497
10218,45.453107,-73.669784,30042,9.510
10218,45.453079,-73.670182,30043,9.541
10218,45.453039,-73.670593,30044,9.574
10218,45.452996,-73.670930,30045,9.601
10218,45.452865,-73.671797,30046,9.670
10218,45.452721,-73.672684,30047,9.741
10218,45.452585,-73.673525,30048,9.809
10218,45.452255,-73.675575,30049,9.973
10218,45.451966,-73.677343,30050,10.115
10218,45.451743,-73.678708,30051,10.225
10218,45.451527,-73.680060,30052,10.334
10218,45.450925,-73.683759,30053,10.631
10218,45.450579,-73.685920,30054,10.804
10218,45.450477,-73.686545,30055,10.854
10218,45.450329,-73.687472,30056,10.929
10218,45.450238,-73.688030,30057,10.973
10218,45.450082,-73.689009,30058,11.052
10218,45.449874,-73.690310,30059,11.156
10218,45.449817,-73.690699,30060,11.188
10218,45.449763,-73.691109,30061,11.220
10218,45.449729,-73.691406,30062,11.244
10218,45.449696,-73.691719,30063,11.268
10218,45.449653,-73.692212,30064,11.307
10218,45.449632,-73.692483,30065,11.329
10218,45.449494,-73.694377,30066,11.477
10218,45.449338,-73.696496,30067,11.644
10218,45.449226,-73.698010,30068,11.763
10218,45.449127,-73.699360,30069,11.870
10218,45.449010,-73.700930,30070,11.993
10218,45.448886,-73.702628,30071,12.127
10218,45.448822,-73.703490,30072,12.195
10218,45.448747,-73.704471,30073,12.272
10218,45.448694,-73.705182,30074,12.328
10218,45.448660,-73.705711,30075,12.369
10218,45.448641,-73.706046,30076,12.396
10218,45.448604,-73.706885,30077,12.461
10218,45.448598,-73.707385,30078,12.501
10218,45.448598,-73.707906,30079,12.541
10218,45.448616,-73.708975,30080,12.625
10218,45.448664,-73.711327,30081,12.809
10218,45.448664,-73.711327,40001,12.809
10218,45.448732,-73.714818,40002,13.082
10218,45.448774,-73.716841,40003,13.241
10218,45.448852,-73.720711,40004,13.544
10218,45.448924,-73.724436,40005,13.835
10218,45.449007,-73.728696,40006,14.169
10218,45.449067,-73.731577,40007,14.394
10218,45.449092,-73.732958,40008,14.502
10218,45.449105,-73.733767,40009,14.566
10218,45.449111,-73.734174,40010,14.598
10218,45.449108,-73.734634,40011,14.634
10218,45.449105,-73.734988,40012,14.661
10218,45.449081,-73.735978,40013,14.739
10218,45.449076,-73.736256,40014,14.761
10218,45.449066,-73.737027,40015,14.821
10218,45.449077,-73.737898,40016,14.889
10218,45.449130,-73.738638,40017,14.947
10218,45.449156,-73.740001,40018,15.054
10218,45.449189,-73.741673,40019,15.185
10218,45.449216,-73.743106,40020,15.297
10218,45.449216,-73.743106,50001,15.297
10218,45.449294,-73.747033,50002,15.605
10218,45.449355,-73.750220,50003,15.854
10218,45.449411,-73.753073,50004,16.078
10218,45.449462,-73.755930,50005,16.301
10218,45.449509,-73.758452,50006,16.499
10218,45.449526,-73.759358,50007,16.570
10218,45.449548,-73.760480,50008,16.657
10218,45.449628,-73.764137,50009,16.944
10218,45.449669,-73.766010,50010,17.090
10218,45.449704,-73.767960,50011,17.243
10218,45.449728,-73.769307,50012,17.349
10218,45.449767,-73.771256,50013,17.501
10218,45.449879,-73.776702,50014,17.927
10218,45.449926,-73.779266,50015,18.128
10218,45.449942,-73.780203,50016,18.201
10218,45.449984,-73.782266,50017,18.363
10218,45.449996,-73.782779,50018,18.403
10218,45.450025,-73.784147,50019,18.510
10218,45.450023,-73.786052,50020,18.659
10218,45.449967,-73.787874,50021,18.802
10218,45.449879,-73.789285,50022,18.913
10218,45.449860,-73.789586,50023,18.936
10218,45.449803,-73.790322,50024,18.994
10218,45.449792,-73.790470,50025,19.006
10218,45.449735,-73.791074,50026,19.054
10218,45.449707,-73.791365,50027,19.077
10218,45.449643,-73.791951,50028,19.123
10218,45.449631,-73.792059,50029,19.132
10218,45.449427,-73.793712,50030,19.263
10218,45.449226,-73.795049,50031,19.370
10218,45.448985,-73.796463,50032,19.484
10218,45.448921,-73.796798,50033,19.511
10218,45.448757,-73.797643,50034,19.580
10218,45.448503,-73.798791,50035,19.674
10218,45.448104,-73.800486,50036,19.814
10218,45.447620,-73.802228,50037,19.960
10218,45.447261,-73.803429,50038,20.062
10218,45.447261,-73.803429,60001,20.062
10218,45.446900,-73.804630,60002,20.165
10218,45.446567,-73.805732,60003,20.258
10218,45.445926,-73.807850,60004,20.439
10218,45.445491,-73.809288,60005,20.561
10218,45.445150,-73.810406,60006,20.657
10218,45.443945,-73.814364,60007,20.994
10218,45.443599,-73.815626,60008,21.100
10218,45.443435,-73.816231,60009,21.151
10218,45.442821,-73.818515,60010,21.342
10218,45.442485,-73.819747,60011,21.446
10218,45.442212,-73.820750,60012,21.530
10218,45.442018,-73.821473,60013,21.590
10218,45.441399,-73.823784,60014,21.784
10218,45.440853,-73.825802,60015,21.953
10218,45.439889,-73.829381,60016,22.253
10218,45.439666,-73.830203,60017,22.322
10218,45.439390,-73.831198,60018,22.406
10218,45.439082,-73.832348,60019,22.502
10218,45.438436,-73.834757,60020,22.704
10218,45.437756,-73.837283,60021,22.916
10218,45.437360,-73.838746,60022,23.038
10218,45.437012,-73.840027,60023,23.146
10218,45.436347,-73.842495,60024,23.352
10218,45.436155,-73.843048,60025,23.401
10218,45.435670,-73.844853,60026,23.552
10218,45.435015,-73.847270,60027,23.755
10218,45.434983,-73.847393,60028,23.765
10219,45.494751,-73.570775,10001,0.000
10219,45.493541,-73.572433,10002,0.187
10219,45.493245,-73.572711,10003,0.226
10219,45.492765,-73.573359,10004,0.300
10219,45.492234,-73.574086,10005,0.382
10219,45.491844,-73.574631,10006,0.443
10219,45.491622,-73.574943,10007,0.477
10219,45.491409,-73.575236,10008,0.510
10219,45.490986,-73.575813,10009,0.575
10219,45.490730,-73.576152,10010,0.614
10219,45.490267,-73.576757,10011,0.684
10219,45.489621,-73.577567,10012,0.780
10219,45.489291,-73.577981,10013,0.829
10219,45.488959,-73.578407,10014,0.879
10219,45.488436,-73.579093,10015,0.958
10219,45.488006,-73.579716,10016,1.026
10219,45.487802,-73.580014,10017,1.058
10219,45.487621,-73.580282,10018,1.088
10219,45.486897,-73.581399,10019,1.206
10219,45.485889,-73.582970,10020,1.373
10219,45.484676,-73.584866,10021,1.573
10219,45.483697,-73.586360,10022,1.733
10219,45.482842,-73.587668,10023,1.872
10219,45.481870,-73.589157,10024,2.031
10219,45.481274,-73.590071,10025,2.129
10219,45.480483,-73.591371,10026,2.263
10219,45.480168,-73.591889,10027,2.317
10219,45.479578,-73.592900,10028,2.419
10219,45.479466,-73.593105,10029,2.440
10219,45.478916,-73.594104,10030,2.539
10219,45.478842,-73.594223,10031,2.551
10219,45.478505,-73.594737,10032,2.606
10219,45.478168,-73.595331,10033,2.666
10219,45.477897,-73.595806,10034,2.714
10219,45.477076,-73.597229,10035,2.858
10219,45.476929,-73.597483,10036,2.883
10219,45.476521,-73.598198,10037,2.955
10219,45.475911,-73.599273,10038,3.063
10219,45.475606,-73.599815,10039,3.118
10219,45.474683,-73.601461,10040,3.282
10219,45.473765,-73.603092,10041,3.446
10219,45.473765,-73.603092,20001,3.446
10219,45.473553,-73.603476,20002,3.484
10219,45.472839,-73.604805,20003,3.615
10219,45.472284,-73.605869,20004,3.718
10219,45.470282,-73.609737,20005,4.094
10219,45.468999,-73.612200,20006,4.334
10219,45.467940,-73.614231,20007,4.532
10219,45.466317,-73.617375,20008,4.837
10219,45.465334,-73.619279,20009,5.021
10219,45.465083,-73.619762,20010,5.068
10219,45.464273,-73.621310,20011,5.219
10219,45.463165,-73.623427,20012,5.426
10219,45.462221,-73.625247,20013,5.603
10219,45.460601,-73.628366,20014,5.906
10219,45.459891,-73.629727,20015,6.038
10219,45.457834,-73.633681,20016,6.423
10219,45.457047,-73.635202,20017,6.571
10219,45.456598,-73.636068,20018,6.655
10219,45.455697,-73.637805,20019,6.824
10219,45.455643,-73.637919,20020,6.835
10219,45.455347,-73.638568,20021,6.895
10219,45.455192,-73.638871,20022,6.924
10219,45.455061,-73.639189,20023,6.953
10219,45.454916,-73.639508,20024,6.983
10219,45.454667,-73.640048,20025,7.033
10219,45.454610,-73.640155,20026,7.044
10219,45.454534,-73.640298,20027,7.058
10219,45.453743,-73.641821,20028,7.206
10219,45.453668,-73.641727,30001,7.206
10219,45.453137,-73.642743,30002,7.305
10219,45.452659,-73.643661,30003,7.394
10219,45.452183,-73.644582,30004,7.484
10219,45.451947,-73.645056,30005,7.529
10219,45.451903,-73.645152,30006,7.538
10219,45.451774,-73.645452,30007,7.566
10219,45.451601,-73.645898,30008,7.606
10219,45.451446,-73.646357,30009,7.645
10219,45.451414,-73.646455,30010,7.654
10219,45.451307,-73.646840,30011,7.686
10219,45.451259,-73.647021,30012,7.701
10219,45.451188,-73.647326,30013,7.726
10219,45.451112,-73.647665,30014,7.754
10219,45.451029,-73.648128,30015,7.792
10219,45.450974,-73.648528,30016,7.824
10219,45.450926,-73.648987,30017,7.860
10219,45.450899,-73.649425,30018,7.894
10219,45.450892,-73.649592,30019,7.907
10219,45.450880,-73.649984,30020,7.938
10219,45.450890,-73.650472,30021,7.976
10219,45.450919,-73.650983,30022,8.016
10219,45.450967,-73.651443,30023,8.053
10219,45.451021,-73.651897,30024,8.089
10219,45.451049,-73.652146,30025,8.108
10219,45.451078,-73.652354,30026,8.125
10219,45.451242,-73.653536,30027,8.219
10219,45.451568,-73.655877,30028,8.406
10219,45.451654,-73.656574,30029,8.461
10219,45.451851,-73.658086,30030,8.582
10219,45.452222,-73.660913,30031,8.807
10219,45.452905,-73.666112,30032,9.221
10219,45.452983,-73.666710,30033,9.268
10219,45.453053,-73.667289,30034,9.314
10219,45.453110,-73.668001,30035,9.370
10219,45.453127,-73.668405,30036,9.402
10219,45.453133,-73.668655,30037,9.422
10219,45.453138,-73.668887,30038,9.440
10219,45.453132,-73.669184,30039,9.463
10219,45.453127,-73.669382,30040,9.479
10219,45.453116,-73.669613,30041,9.497
10219,45.453107,-73.669784,30042,9.510
10219,45.453079,-73.670182,30043,9.541
10219,45.453039,-73.670593,30044,9.574
10219,45.452996,-73.670930,30045,9.601
10219,45.452865,-73.671797,30046,9.670
10219,45.452721,-73.672684,30047,9.741
10219,45.452585,-73.673525,30048,9.809
10219,45.452255,-73.675575,30049,9.973
10219,45.451966,-73.677343,30050,10.115
10219,45.451743,-73.678708,30051,10.225
10219,45.451527,-73.680060,30052,10.334
10219,45.450925,-73.683759,30053,10.631
10219,45.450579,-73.685920,30054,10.804
10219,45.450477,-73.686545,30055,10.854
10219,45.450329,-73.687472,30056,10.929
10219,45.450238,-73.688030,30057,10.973
10219,45.450082,-73.689009,30058,11.052
10219,45.449874,-73.690310,30059,11.156
10219,45.449817,-73.690699,30060,11.188
10219,45.449763,-73.691109,30061,11.220
10219,45.449729,-73.691406,30062,11.244
10219,45.449696,-73.691719,30063,11.268
10219,45.449653,-73.692212,30064,11.307
10219,45.449632,-73.692483,30065,11.329
10219,45.449494,-73.694377,30066,11.477
10219,45.449338,-73.696496,30067,11.644
