shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
10215,45.386400,-74.008255,20001,3.737
10215,45.386433,-74.007538,20002,3.793
10215,45.386450,-74.007169,20003,3.822
10215,45.386489,-74.006241,20004,3.895
10215,45.386523,-74.005582,20005,3.947
10215,45.386615,-74.003733,20006,4.092
10215,45.386715,-74.001670,20007,4.254
10215,45.386939,-73.997025,20008,4.619
10215,45.387074,-73.994171,20009,4.843
10215,45.387115,-73.993268,20010,4.914
10215,45.387126,-73.993009,20011,4.934
10215,45.387128,-73.992953,20012,4.939
10215,45.387131,-73.992907,20013,4.942
10215,45.387172,-73.992269,20014,4.992
10215,45.387172,-73.992269,30001,4.992
10215,45.387230,-73.991356,30002,5.064
10215,45.387279,-73.990796,30003,5.108
10215,45.387310,-73.990439,30004,5.136
10215,45.387332,-73.990212,30005,5.154
10215,45.387358,-73.989959,30006,5.175
10215,45.387374,-73.989817,30007,5.186
10215,45.387477,-73.988907,30008,5.258
10215,45.387521,-73.988531,30009,5.288
10215,45.387551,-73.988309,30010,5.306
10215,45.387648,-73.987604,30011,5.362
10215,45.387755,-73.986905,30012,5.418
10215,45.387814,-73.986526,30013,5.448
10215,45.387864,-73.986210,30014,5.474
10215,45.387927,-73.985816,30015,5.505
10215,45.387970,-73.985572,30016,5.525
10215,45.388087,-73.984923,30017,5.578
10215,45.388201,-73.984322,30018,5.627
10215,45.388278,-73.983919,30019,5.659
10215,45.388356,-73.983546,30020,5.690
10215,45.388395,-73.983352,30021,5.705
10215,45.388435,-73.983178,30022,5.720
10215,45.388529,-73.982768,30023,5.753
10215,45.388634,-73.982310,30024,5.791
10215,45.388727,-73.981933,30025,5.823
10215,45.388854,-73.981413,30026,5.866
10215,45.388970,-73.980965,30027,5.903
10215,45.389079,-73.980555,30028,5.937
10215,45.389197,-73.980112,30029,5.975
10215,45.389224,-73.980008,30030,5.983
10215,45.389250,-73.979921,30031,5.991
10215,45.389583,-73.978788,30032,6.087
10215,45.389677,-73.978478,30033,6.113
10215,45.389859,-73.977904,30034,6.163
10215,45.389914,-73.977728,30035,6.178
10215,45.389970,-73.977565,30036,6.192
10215,45.390108,-73.977165,30037,6.227
10215,45.390242,-73.976774,30038,6.261
10215,45.390327,-73.976528,30039,6.282
10215,45.390381,-73.976368,30040,6.296
10215,45.390450,-73.976180,30041,6.313
10215,45.390672,-73.975567,30042,6.367
10215,45.390876,-73.975038,30043,6.414
10215,45.390993,-73.974736,30044,6.441
10215,45.391174,-73.974283,30045,6.482
10215,45.391275,-73.974029,30046,6.505
10215,45.391333,-73.973888,30047,6.518
10215,45.391441,-73.973635,30048,6.541
10215,45.391843,-73.972693,30049,6.627
10215,45.391997,-73.972339,30050,6.660
10215,45.392196,-73.971902,30051,6.700
10215,45.392360,-73.971545,30052,6.734
10215,45.392576,-73.971102,30053,6.776
10215,45.392701,-73.970847,30054,6.800
10215,45.392829,-73.970593,30055,6.825
10215,45.393101,-73.970057,30056,6.876
10215,45.393221,-73.969821,30057,6.899
10215,45.393306,-73.969666,30058,6.915
10215,45.393753,-73.968846,30059,6.996
10215,45.394148,-73.968159,30060,7.065
10215,45.394369,-73.967783,30061,7.104
10215,45.394518,-73.967532,30062,7.130
10215,45.394578,-73.967433,30063,7.140
10215,45.394897,-73.966924,30064,7.193
10215,45.394954,-73.966832,30065,7.203
10215,45.395051,-73.966685,30066,7.218
10215,45.395217,-73.966432,30067,7.245
10215,45.395351,-73.966227,30068,7.267
10215,45.395597,-73.965857,30069,7.307
10215,45.395720,-73.965671,30070,7.327
10215,45.395910,-73.965395,30071,7.357
10215,45.395910,-73.965395,40001,7.357
10215,45.396464,-73.964591,40002,7.446
10215,45.396620,-73.964380,40003,7.470
10215,45.396836,-73.964093,40004,7.503
10215,45.396971,-73.963912,40005,7.523
10215,45.397012,-73.963860,40006,7.529
10215,45.397327,-73.963475,40007,7.576
10215,45.397459,-73.963312,40008,7.595
10215,45.397635,-73.963100,40009,7.621
10215,45.397914,-73.962764,40010,7.661
10215,45.398498,-73.962068,40011,7.746
10215,45.398867,-73.961648,40012,7.799
10215,45.399181,-73.961297,40013,7.843
10215,45.399320,-73.961140,40014,7.863
10215,45.399415,-73.961037,40015,7.876
10215,45.399849,-73.960581,40016,7.936
10215,45.400390,-73.960010,40017,8.011
10215,45.400848,-73.959527,40018,8.075
10215,45.401299,-73.959051,40019,8.137
10215,45.401598,-73.958734,40020,8.179
10215,45.401683,-73.958647,40021,8.190
10215,45.402088,-73.958230,40022,8.246
10215,45.402605,-73.957699,40023,8.317
10215,45.402999,-73.957292,40024,8.371
10215,45.403465,-73.956818,40025,8.435
10215,45.403975,-73.956295,40026,8.505
10215,45.404512,-73.955744,40027,8.579
10215,45.404617,-73.955636,40028,8.593
10215,45.404701,-73.955548,40029,8.605
10215,45.405030,-73.955200,40030,8.650
10215,45.405221,-73.954996,40031,8.677
10215,45.405393,-73.954809,40032,8.701
10215,45.405449,-73.954747,40033,8.709
10215,45.405512,-73.954674,40034,8.718
10215,45.405875,-73.954248,40035,8.770
10215,45.406038,-73.954054,40036,8.794
10215,45.406073,-73.954013,40037,8.799
10215,45.406110,-73.953966,40038,8.805
10215,45.406384,-73.953606,40039,8.846
10215,45.406515,-73.953413,40040,8.867
10215,45.406631,-73.953242,40041,8.886
10215,45.406670,-73.953178,40042,8.892
10215,45.406847,-73.952880,40043,8.923
10215,45.406864,-73.952851,40044,8.926
10215,45.406881,-73.952819,40045,8.929
10215,45.407033,-73.952538,40046,8.957
10215,45.407056,-73.952493,40047,8.961
10215,45.407124,-73.952352,40048,8.974
10215,45.407221,-73.952149,40049,8.993
10215,45.407290,-73.951989,40050,9.008
10215,45.407411,-73.951709,40051,9.034
10215,45.407476,-73.951552,40052,9.048
10215,45.407575,-73.951302,40053,9.071
10215,45.407615,-73.951190,40054,9.081
10215,45.407615,-73.951190,50001,9.081
10215,45.407737,-73.950855,50002,9.110
10215,45.407810,-73.950607,50003,9.131
10215,45.407956,-73.950114,50004,9.173
10215,45.408017,-73.949908,50005,9.190
10215,45.408104,-73.949557,50006,9.220
10215,45.408201,-73.949161,50007,9.252
10215,45.408341,-73.948573,50008,9.301
10215,45.408581,-73.947501,50009,9.389
10215,45.408715,-73.946926,50010,9.437
10215,45.408755,-73.946763,50011,9.450
10215,45.408820,-73.946503,50012,9.472
10215,45.408846,-73.946404,50013,9.480
10215,45.408877,-73.946293,50014,9.489
10215,45.408982,-73.945914,50015,9.521
10215,45.408992,-73.945879,50016,9.524
10215,45.409024,-73.945774,50017,9.533
10215,45.409255,-73.945034,50018,9.597
10215,45.409329,-73.944804,50019,9.616
10215,45.409652,-73.943881,50020,9.697
10215,45.409728,-73.943669,50021,9.716
10215,45.409876,-73.943262,50022,9.752
10215,45.410022,-73.942861,50023,9.787
10215,45.410259,-73.942196,50024,9.845
10215,45.411268,-73.939377,50025,10.093
10215,45.411350,-73.939152,50026,10.113
10215,45.412107,-73.937073,50027,10.296
10215,45.412975,-73.934693,50028,10.506
10215,45.413334,-73.933704,50029,10.593
10215,45.413799,-73.932424,50030,10.706
10215,45.413952,-73.931998,50031,10.743
10215,45.414215,-73.931272,50032,10.807
10215,45.414567,-73.930297,50033,10.893
10215,45.414848,-73.929517,50034,10.962
10215,45.414952,-73.929227,50035,10.987
10215,45.415162,-73.928645,50036,11.038
10215,45.415413,-73.927947,50037,11.100
10215,45.415712,-73.927121,50038,11.172
10215,45.416074,-73.926116,50039,11.261
10215,45.416687,-73.924419,50040,11.410
10215,45.418674,-73.918920,50041,11.894
10215,45.419419,-73.916866,50042,12.075
10215,45.419457,-73.916763,50043,12.084
10215,45.419553,-73.916497,50044,12.108
10215,45.419897,-73.915542,50045,12.192
10215,45.419897,-73.915542,60001,12.192
10215,45.420760,-73.913148,60002,12.402
10215,45.421664,-73.910646,60003,12.622
10215,45.422774,-73.907574,60004,12.893
10215,45.423218,-73.906333,60005,13.002
10215,45.423546,-73.905419,60006,13.082
10215,45.423615,-73.905228,60007,13.099
10215,45.423656,-73.905103,60008,13.110
10215,45.424092,-73.903778,60009,13.224
10215,45.424218,-73.903397,60010,13.257
10215,45.424444,-73.902655,60011,13.320
10215,45.424456,-73.902616,60012,13.324
10215,45.424491,-73.902485,60013,13.335
10215,45.424812,-73.901324,60014,13.432
10215,45.425054,-73.900407,60015,13.509
10215,45.425093,-73.900241,60016,13.523
10215,45.425338,-73.899215,60017,13.607
10215,45.425379,-73.899035,60018,13.622
10215,45.425479,-73.898592,60019,13.659
10215,45.425644,-73.897776,60020,13.725
10215,45.425844,-73.896788,60021,13.806
10215,45.426007,-73.895789,60022,13.886
10215,45.426236,-73.894422,60023,13.996
10215,45.426300,-73.894026,60024,14.028
10215,45.426602,-73.892121,60025,14.181
10215,45.426951,-73.889928,60026,14.357
10215,45.427039,-73.889377,60027,14.401
10215,45.427375,-73.887245,60028,14.572
10215,45.427375,-73.887245,70001,14.572
10215,45.427873,-73.884098,70002,14.825
10215,45.427988,-73.883376,70003,14.883
10215,45.428179,-73.882182,70004,14.978
10215,45.428681,-73.878989,70005,15.235
10215,45.428976,-73.877125,70006,15.384
10215,45.429529,-73.873647,70007,15.663
10215,45.429596,-73.873218,70008,15.698
10215,45.430079,-73.870192,70009,15.941
10215,45.430722,-73.866096,70010,16.269
10215,45.431297,-73.862482,70011,16.559
10215,45.431370,-73.862034,70012,16.595
10215,45.431475,-73.861382,70013,16.648
10215,45.431515,-73.861169,70014,16.665
10215,45.431715,-73.860099,70015,16.752
10215,45.431862,-73.859366,70016,16.811
10215,45.431968,-73.858845,70017,16.854
10215,45.432219,-73.857771,70018,16.942
10215,45.432433,-73.856889,70019,17.015
10215,45.432467,-73.856761,70020,17.026
10215,45.432548,-73.856455,70021,17.051
10215,45.432666,-73.856008,70022,17.089
10215,45.432820,-73.855433,70023,17.137
10215,45.433287,-73.853705,70024,17.282
10215,45.434198,-73.850313,70025,17.566
10215,45.434373,-73.849656,70026,17.621
10215,45.434570,-73.848922,70027,17.683
10215,45.434772,-73.848171,70028,17.745
10215,45.434963,-73.847461,70029,17.805
10215,45.434983,-73.847389,70030,17.811
10215,45.434982,-73.847391,80001,17.811
10215,45.435250,-73.846402,80002,17.894
10215,45.435450,-73.845668,80003,17.955
10215,45.435647,-73.844941,80004,18.016
10215,45.435850,-73.844184,80005,18.080
10215,45.436050,-73.843438,80006,18.142
10215,45.436268,-73.842626,80007,18.210
10215,45.437245,-73.839012,80008,18.514
10215,45.437761,-73.837105,80009,18.673
10215,45.438367,-73.834857,80010,18.862
10215,45.439164,-73.831883,80011,19.111
10215,45.439333,-73.831252,80012,19.164
10215,45.439542,-73.830501,80013,19.227
10215,45.439746,-73.829751,80014,19.290
10215,45.439950,-73.829002,80015,19.353
10215,45.440244,-73.827906,80016,19.445
10215,45.440559,-73.826732,80017,19.543
10215,45.440779,-73.825917,80018,19.611
10215,45.441016,-73.825045,80019,19.684
10215,45.441287,-73.824043,80020,19.768
10215,45.441558,-73.823031,80021,19.853
10215,45.441706,-73.822475,80022,19.900
10215,45.441864,-73.821890,80023,19.949
10215,45.442017,-73.821316,80024,19.997
10215,45.442089,-73.821046,80025,20.020
10215,45.442410,-73.819869,80026,20.118
10215,45.442409,-73.819873,90001,20.118
10215,45.442797,-73.818447,90002,20.238
10215,45.443495,-73.815852,90003,20.455
10215,45.443560,-73.815612,90004,20.476
10215,45.443789,-73.814781,90005,20.545
10215,45.443904,-73.814361,90006,20.581
10215,45.443962,-73.814168,90007,20.597
10215,45.444219,-73.813325,90008,20.669
10215,45.444762,-73.811537,90009,20.821
10215,45.445126,-73.810341,90010,20.923
10215,45.445320,-73.809705,90011,20.977
10215,45.445516,-73.809064,90012,21.032
10215,45.445749,-73.808293,90013,21.098
10215,45.446660,-73.805281,90014,21.354
10215,45.446844,-73.804672,90015,21.406
10215,45.447222,-73.803419,90016,21.513
10215,45.447222,-73.803419,100001,21.513
10215,45.447583,-73.802206,100002,21.616
10215,45.447972,-73.800804,100003,21.734
10215,45.448059,-73.800492,100004,21.760
10215,45.448080,-73.800405,100005,21.767
10215,45.448190,-73.799946,100006,21.805
10215,45.448403,-73.799043,100007,21.880
10215,45.448461,-73.798794,100008,21.901
10215,45.448655,-73.797912,100009,21.973
10215,45.448709,-73.797665,100010,21.993
10215,45.448754,-73.797437,100011,22.012
10215,45.448908,-73.796649,100012,22.076
10215,45.448937,-73.796503,100013,22.088
10215,45.448998,-73.796146,100014,22.116
10215,45.449087,-73.795620,100015,22.159
10215,45.449182,-73.795061,100016,22.204
10215,45.449208,-73.794901,100017,22.216
10215,45.449358,-73.793894,100018,22.297
10215,45.449386,-73.793711,100019,22.312
10215,45.449398,-73.793613,100020,22.320
10215,45.449582,-73.792130,100021,22.437
10215,45.449607,-73.791913,100022,22.454
10215,45.449649,-73.791530,100023,22.485
10215,45.449670,-73.791342,100024,22.500
10215,45.449715,-73.790854,100025,22.538
10215,45.449715,-73.790856,110001,22.538
10215,45.449756,-73.790411,110002,22.573
10215,45.449817,-73.789642,110003,22.634
10215,45.449822,-73.789568,110004,22.640
10215,45.449836,-73.789346,110005,22.657
10215,45.449910,-73.788155,110006,22.751
10215,45.449927,-73.787871,110007,22.773
10215,45.449933,-73.787673,110008,22.789
10215,45.449983,-73.786027,110009,22.918
10215,45.449985,-73.784493,110010,23.038
10215,45.449985,-73.784179,110011,23.062
10215,45.449933,-73.781743,110012,23.253
10215,45.449926,-73.781351,110013,23.284
10215,45.449908,-73.780503,110014,23.350
10215,45.449907,-73.780420,110015,23.356
10215,45.449901,-73.780153,110016,23.377
10215,45.449853,-73.777459,110017,23.588
10215,45.449840,-73.776737,110018,23.645
10215,45.449814,-73.775464,110019,23.744
10215,45.449694,-73.769589,110020,24.204
10215,45.449675,-73.768622,110021,24.280
10215,45.449670,-73.768386,110022,24.299
10215,45.449643,-73.766804,110023,24.422
10215,45.449627,-73.765868,110024,24.496
10215,45.449591,-73.764256,110025,24.622
10215,45.449591,-73.764257,120001,24.622
10215,45.449571,-73.763430,120002,24.687
10215,45.449539,-73.761921,120003,24.805
10215,45.449509,-73.760500,120004,24.916
10215,45.449503,-73.760190,120005,24.940
10215,45.449444,-73.757164,120006,25.177
10215,45.449427,-73.756163,120007,25.256
10215,45.449414,-73.755457,120008,25.311
10215,45.449383,-73.753638,120009,25.453
10215,45.449316,-73.750303,120010,25.714
10215,45.449308,-73.749892,120011,25.747
10215,45.449273,-73.748058,120012,25.890
10215,45.449196,-73.744107,120013,26.200
10215,45.449177,-73.743110,120014,26.277
10215,45.449177,-73.743111,130001,26.277
10215,45.449097,-73.738970,130002,26.602
10215,45.449079,-73.738085,130003,26.671
10215,45.449067,-73.737175,130004,26.742
10215,45.449065,-73.737077,130005,26.750
10215,45.449070,-73.736695,130006,26.780
10215,45.449077,-73.736147,130007,26.823
10215,45.449079,-73.736027,130008,26.832
10215,45.449097,-73.735354,130009,26.885
10215,45.449106,-73.734956,130010,26.916
10215,45.449111,-73.734286,130011,26.968
10215,45.449111,-73.734174,130012,26.977
10215,45.449107,-73.733872,130013,27.001
10215,45.449099,-73.733338,130014,27.043
10215,45.449093,-73.733035,130015,27.066
10215,45.449093,-73.732994,130016,27.070
10215,45.449080,-73.732333,130017,27.121
10215,45.449070,-73.731751,130018,27.167
10215,45.449063,-73.731413,130019,27.193
10215,45.449059,-73.731188,130020,27.211
10215,45.449056,-73.730993,130021,27.226
10215,45.449050,-73.730728,130022,27.247
10215,45.449045,-73.730507,130023,27.264
10215,45.449016,-73.729145,130024,27.371
10215,45.449005,-73.728598,130025,27.413
10215,45.448996,-73.728152,130026,27.448
10215,45.448905,-73.723431,130027,27.818
10215,45.448872,-73.721685,130028,27.955
10215,45.448855,-73.720879,130029,28.018
10215,45.448806,-73.718372,130030,28.214
10215,45.448774,-73.716841,130031,28.334
10215,45.448728,-73.714637,130032,28.506
10215,45.448707,-73.713536,130033,28.593
10215,45.448664,-73.711325,130034,28.766
10215,45.448664,-73.711327,140001,28.766
10215,45.448620,-73.709233,140002,28.930
10215,45.448600,-73.708004,140003,29.026
10215,45.448598,-73.707880,140004,29.036
10215,45.448598,-73.707787,140005,29.043
10215,45.448599,-73.707345,140006,29.077
10215,45.448601,-73.707140,140007,29.093
10215,45.448604,-73.706913,140008,29.111
10215,45.448604,-73.706861,140009,29.115
10215,45.448611,-73.706726,140010,29.126
10215,45.448636,-73.706156,140011,29.171
10215,45.448644,-73.705990,140012,29.184
10215,45.448670,-73.705522,140013,29.220
10215,45.448703,-73.705049,140014,29.258
10215,45.448706,-73.704992,140015,29.262
10215,45.448718,-73.704852,140016,29.273
10215,45.448775,-73.704108,140017,29.331
10215,45.448828,-73.703411,140018,29.386
10215,45.448869,-73.702863,140019,29.430
10215,45.448933,-73.701976,140020,29.499
10215,45.448996,-73.701110,140021,29.567
10215,45.449071,-73.700110,140022,29.646
10215,45.449112,-73.699564,140023,29.689
10215,45.449158,-73.698947,140024,29.738
10215,45.449254,-73.697630,140025,29.841
10215,45.449340,-73.696464,140026,29.933
10215,45.449531,-73.693873,140027,30.137
10215,45.449587,-73.693104,140028,30.197
10215,45.449619,-73.692651,140029,30.233
10215,45.449650,-73.692239,140030,30.265
10215,45.449686,-73.691831,140031,30.298
10215,45.449709,-73.691592,140032,30.317
10215,45.449745,-73.691266,140033,30.342
10215,45.449764,-73.691093,140034,30.356
10215,45.449779,-73.690984,140035,30.365
10215,45.449817,-73.690699,140036,30.387
10215,45.449864,-73.690376,140037,30.413
10215,45.450005,-73.689494,140038,30.484
10215,45.450044,-73.689245,140039,30.504
10215,45.450168,-73.688470,140040,30.566
10215,45.450230,-73.688078,140041,30.598
10215,45.450368,-73.687239,140042,30.665
10215,45.450415,-73.686939,140043,30.689
10215,45.450445,-73.686752,140044,30.704
10215,45.450469,-73.686598,140045,30.716
10215,45.450492,-73.686449,140046,30.729
10215,45.450511,-73.686334,140047,30.738
10215,45.450664,-73.685401,140048,30.813
10215,45.450815,-73.684447,140049,30.889
10215,45.450993,-73.683337,140050,30.978
10215,45.451153,-73.682350,140051,31.058
10215,45.451361,-73.681077,140052,31.160
10215,45.451484,-73.680331,140053,31.220
10215,45.451868,-73.677936,140054,31.412
10215,45.451950,-73.677438,140055,31.452
10215,45.452051,-73.676828,140056,31.501
10215,45.452165,-73.676139,140057,31.556
10215,45.452275,-73.675448,140058,31.612
10215,45.452453,-73.674343,140059,31.701
10215,45.452563,-73.673655,140060,31.756
10215,45.452865,-73.671797,140061,31.905
10215,45.452973,-73.671095,140062,31.961
10215,45.452987,-73.671006,140063,31.968
10215,45.452996,-73.670930,140064,31.974
10215,45.453034,-73.670628,140065,31.998
10215,45.453054,-73.670438,140066,32.014
10215,45.453073,-73.670243,140067,32.029
10215,45.453081,-73.670151,140068,32.036
10215,45.453101,-73.669859,140069,32.059
10215,45.453112,-73.669697,140070,32.072
10215,45.453130,-73.669326,140071,32.101
10215,45.453138,-73.668887,140072,32.135
10215,45.453130,-73.668543,140073,32.162
10215,45.453128,-73.668442,140074,32.170
10215,45.453125,-73.668336,140075,32.178
10215,45.453110,-73.668001,140076,32.205
10215,45.453057,-73.667320,140077,32.258
10215,45.452985,-73.666727,140078,32.306
10215,45.452958,-73.666516,140079,32.322
10215,45.452609,-73.663851,140080,32.534
10215,45.452216,-73.660864,140081,32.772
10215,45.451912,-73.658542,140082,32.957
10215,45.451820,-73.657845,140083,33.012
10215,45.451685,-73.656814,140084,33.094
10215,45.451636,-73.656424,140085,33.126
10215,45.451597,-73.656107,140086,33.151
10215,45.451558,-73.655807,140087,33.175
10215,45.451155,-73.652905,140088,33.406
10215,45.451062,-73.652234,140089,33.460
10215,45.451049,-73.652146,140090,33.467
10215,45.451017,-73.651869,140091,33.489
10215,45.450967,-73.651443,140092,33.522
10215,45.450921,-73.651009,140093,33.557
10215,45.450894,-73.650571,140094,33.591
10215,45.450891,-73.650520,140095,33.595
10215,45.450882,-73.650108,140096,33.627
10215,45.450879,-73.649951,140097,33.640
10215,45.450892,-73.649592,140098,33.668
10215,45.450896,-73.649479,140099,33.677
10215,45.450899,-73.649425,140100,33.681
10215,45.450926,-73.648987,140101,33.715
10215,45.450974,-73.648528,140102,33.752
10215,45.451040,-73.648054,140103,33.789
10215,45.451051,-73.647994,140104,33.794
10215,45.451125,-73.647594,140105,33.827
10215,45.451231,-73.647140,140106,33.864
10215,45.451265,-73.646996,140107,33.876
10215,45.451411,-73.646463,140108,33.921
10215,45.451565,-73.646002,140109,33.961
10215,45.451588,-73.645930,140110,33.967
10215,45.451628,-73.645824,140111,33.976
10215,45.451746,-73.645523,140112,34.003
10215,45.451761,-73.645481,140113,34.007
10215,45.451847,-73.645282,140114,34.025
10215,45.451923,-73.645105,140115,34.041
10215,45.451959,-73.645034,140116,34.048
10215,45.452183,-73.644582,140117,34.092
10215,45.452235,-73.644482,140118,34.101
10215,45.452903,-73.643191,140119,34.227
10215,45.453206,-73.642609,140120,34.283
10215,45.453668,-73.641727,140121,34.369
10215,45.453758,-73.641792,150001,34.369
10215,45.454138,-73.641062,150002,34.440
10215,45.454453,-73.640455,150003,34.499
10215,45.454671,-73.640039,150004,34.540
10215,45.454926,-73.639487,150005,34.592
10215,45.455079,-73.639148,150006,34.623
10215,45.455193,-73.638870,150007,34.648
10215,45.455352,-73.638558,150008,34.678
10215,45.455679,-73.637839,150009,34.745
10215,45.455845,-73.637519,150010,34.776
10215,45.456870,-73.635545,150011,34.968
10215,45.457405,-73.634511,150012,35.069
10215,45.457851,-73.633647,150013,35.153
10215,45.459364,-73.630740,150014,35.436
10215,45.459804,-73.629893,150015,35.518
10215,45.461106,-73.627395,150016,35.761
10215,45.462074,-73.625529,150017,35.943
10215,45.462240,-73.625209,150018,35.974
10215,45.462689,-73.624343,150019,36.058
10215,45.462992,-73.623758,150020,36.115
10215,45.463582,-73.622630,150021,36.225
10215,45.464351,-73.621162,150022,36.368
10215,45.464973,-73.619976,150023,36.483
10215,45.465420,-73.619114,150024,36.567
10215,45.466626,-73.616778,150025,36.794
10215,45.467415,-73.615247,150026,36.942
10215,45.467852,-73.614401,150027,37.025
10215,45.468129,-73.613868,150028,37.076
10215,45.468613,-73.612938,150029,37.167
10215,45.469330,-73.611565,150030,37.300
10215,45.470226,-73.609845,150031,37.468
10215,45.470881,-73.608582,150032,37.591
10215,45.470930,-73.608486,150033,37.600
10215,45.470983,-73.608385,150034,37.610
10215,45.471323,-73.607725,150035,37.674
10215,45.471394,-73.607587,150036,37.687
10215,45.471468,-73.607448,150037,37.701
10215,45.472050,-73.606321,150038,37.810
10215,45.472153,-73.606123,150039,37.829
10215,45.472207,-73.606016,150040,37.840
10215,45.472246,-73.605943,150041,37.847
10215,45.472284,-73.605869,150042,37.854
10215,45.472721,-73.605029,150043,37.936
10215,45.472890,-73.604708,150044,37.967
10215,45.473065,-73.604381,150045,37.999
10215,45.473576,-73.603434,150046,38.093
10215,45.473629,-73.603335,150047,38.102
10215,45.473663,-73.603273,150048,38.108
10215,45.473765,-73.603093,150049,38.126
10215,45.473765,-73.603092,160001,38.126
10215,45.474004,-73.602669,160002,38.169
10215,45.474600,-73.601609,160003,38.275
10215,45.475812,-73.599448,160004,38.491
10215,45.476349,-73.598501,160005,38.586
10215,45.476730,-73.597829,160006,38.654
10215,45.476874,-73.597577,160007,38.679
10215,45.477097,-73.597192,160008,38.718
10215,45.477947,-73.595721,160009,38.867
10215,45.478277,-73.595139,160010,38.925
10215,45.478486,-73.594771,160011,38.962
10215,45.478505,-73.594737,160012,38.966
10215,45.478827,-73.594246,160013,39.018
10215,45.478926,-73.594088,160014,39.035
10215,45.478978,-73.593994,160015,39.044
10215,45.479578,-73.592900,160016,39.153
10215,45.480154,-73.591913,160017,39.253
10215,45.480681,-73.591045,160018,39.343
10215,45.481274,-73.590071,160019,39.444
10215,45.481285,-73.590055,160020,39.445
10215,45.481682,-73.589444,160021,39.510
10215,45.482499,-73.588191,160022,39.644
10215,45.483170,-73.587167,160023,39.753
10215,45.483697,-73.586360,160024,39.839
10215,45.484651,-73.584905,160025,39.995
10215,45.484718,-73.584800,160026,40.006
10215,45.486636,-73.581802,160027,40.323
10215,45.487628,-73.580272,160028,40.486
10215,45.487702,-73.580160,160029,40.498
10215,45.487823,-73.579983,160030,40.517
10215,45.488148,-73.579509,160031,40.569
