service_id,date,exception_type
TRAIN-A23-Blocks-Semaine-03,20230904,2
TRAIN-A23-Blocks-Semaine-03,20231009,2
TRAIN-A23-Blocks-Semaine-03,20231225,2
TRAIN-A23-Blocks-Semaine-03,20231226,2
TRAIN-A23-Blocks-Semaine-03,20240101,2
TRAIN-A23-Blocks-Semaine-03,20240102,2
TRAIN-A23-Blocks-Fête-1-01,20230904,1
TRAIN-A23-Blocks-Fête-1-01,20231009,1
TRAIN-A23-Blocks-Fête-1-01,20231225,1
TRAIN-A23-Blocks-Fête-1-01,20231226,1
TRAIN-A23-Blocks-Fête-1-01,20240101,1
TRAIN-A23-Blocks-Fête-1-01,20240102,1
