"route_id","service_id","trip_id","trip_headsign","trip_short_name","direction_id","shape_id","peak_offpeak"
"12","90950CE3","EMDE_201_7153","Penn Station","7153","1","436E0248W","0"
"12","90950CE3","EMDE_201_7155","Penn Station","7155","1","436E0248W","0"
"1","90950CE3","EMDE_201_7157","Penn Station","7157","1","4A60B26AW","0"
"10","90950CE3","EMDE_201_7501","Penn Station","7501","1","91BE652DW","0"
"10","90950CE3","EMDE_201_7502","Huntington","7502","0","91BE652D","0"
"10","90950CE3","EMDE_201_7503","Penn Station","7503","1","91BE652DW","0"
"10","90950CE3","EMDE_201_7504","Huntington","7504","0","91BE652D","0"
"10","90950CE3","EMDE_201_7505","Penn Station","7505","1","91BE652DW","0"
"10","90950CE3","EMDE_201_7507","Penn Station","7507","1","91BE652DW","0"
"10","90950CE3","EMDE_201_7510","Huntington","7510","0","91BE652D","0"
"10","90950CE3","EMDE_201_7511","Penn Station","7511","1","91BE652DW","0"
"10","90950CE3","EMDE_201_7512","Huntington","7512","0","91BE652D","0"
"10","90950CE3","EMDE_201_7513","Penn Station","7513","1","91BE652DW","0"
"10","90950CE3","EMDE_201_7514","Huntington","7514","0","91BE652D","0"
"10","90950CE3","EMDE_201_7515","Penn Station","7515","1","91BE652DW","0"
"10","90950CE3","EMDE_201_7516","Huntington","7516","0","91BE652D","0"
"10","90950CE3","EMDE_201_7517","Penn Station","7517","1","91BE652DW","0"
"10","90950CE3","EMDE_201_7519","Penn Station","7519","1","91BE652DW","0"
"10","90950CE3","EMDE_201_7520","Huntington","7520","0","91BE652D","0"
"10","90950CE3","EMDE_201_7521","Penn Station","7521","1","91BE652DW","0"
"10","90950CE3","EMDE_201_7522","Huntington","7522","0","91BE652D","0"
"10","90950CE3","EMDE_201_7550","Huntington","7550","0","91BE652D","0"
"10","90950CE3","EMDE_201_7551","Penn Station","7551","1","91BE652DW","0"
"10","90950CE3","EMDE_201_7552","Huntington","7552","0","91BE652D","0"
"10","90950CE3","EMDE_201_7553","Penn Station","7553","1","91BE652DW","0"
"10","90950CE3","EMDE_201_7554","Huntington","7554","0","91BE652D","0"
"10","90950CE3","EMDE_201_7555","Penn Station","7555","1","91BE652DW","0"
"10","90950CE3","EMDE_201_7556","Huntington","7556","0","91BE652D","0"
"10","90950CE3","EMDE_201_7557","Penn Station","7557","1","91BE652DW","0"
"10","90950CE3","EMDE_201_7558","Huntington","7558","0","91BE652D","0"
"10","90950CE3","EMDE_201_7559","Penn Station","7559","1","91BE652DW","0"
"10","90950CE3","EMDE_201_7560","Huntington","7560","0","91BE652D","0"
"10","90950CE3","EMDE_201_7562","Huntington","7562","0","91BE652D","0"
"10","90950CE3","EMDE_201_7563","Penn Station","7563","1","91BE652DW","0"
"10","90950CE3","EMDE_201_7565","Penn Station","7565","1","91BE652DW","0"
"10","90950CE3","EMDE_201_7566","Huntington","7566","0","91BE652D","0"
"10","90950CE3","EMDE_201_7567","Penn Station","7567","1","91BE652DW","0"
"10","90950CE3","EMDE_201_7568","Huntington","7568","0","91BE652D","0"
"10","90950CE3","EMDE_201_7569","Penn Station","7569","1","91BE652DW","0"
"10","90950CE3","EMDE_201_7570","Huntington","7570","0","91BE652D","0"
"10","90950CE3","EMDE_201_7571","Penn Station","7571","1","91BE652DW","0"
"10","90950CE3","EMDE_201_7572","Huntington","7572","0","91BE652D","0"
"10","90950CE3","EMDE_201_7573","Penn Station","7573","1","91BE652DW","0"
"10","90950CE3","EMDE_201_7574","Huntington","7574","0","91BE652D","0"
"10","90950CE3","EMDE_201_7575","Penn Station","7575","1","91BE652DW","0"
"10","90950CE3","EMDE_201_7602","Huntington","7602","0","119ED8FB","0"
"10","90950CE3","EMDE_201_7604","Huntington","7604","0","119ED8FB","0"
"10","90950CE3","EMDE_201_7607","Grand Central","7607","1","119ED8FBW","0"
"10","90950CE3","EMDE_201_7609","Grand Central","7609","1","119ED8FBW","0"
"10","90950CE3","EMDE_201_7610","Huntington","7610","0","119ED8FB","0"
"10","90950CE3","EMDE_201_7611","Grand Central","7611","1","119ED8FBW","0"
"10","90950CE3","EMDE_201_7612","Huntington","7612","0","119ED8FB","0"
"10","90950CE3","EMDE_201_7613","Grand Central","7613","1","119ED8FBW","0"
