service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
245980724598253,0,0,0,0,0,0,0,20220804,20221120
245980724598254,0,0,0,0,0,0,0,20220804,20221120
245980724598252,0,0,0,0,0,0,0,20220804,20221120
245980724598255,0,0,0,0,0,0,0,20220804,20221120
245983524599024,0,0,0,0,0,0,0,20220804,20221120
245983524599025,0,0,0,0,0,0,0,20220804,20221120
245983524599021,0,0,0,0,0,0,0,20220804,20221120
245983524599023,0,0,0,0,0,0,0,20220804,20221120
245980024598034,0,0,0,0,0,0,0,20220804,20221120
245980724598241,0,0,0,0,0,0,0,20220804,20221120
245980724598243,0,0,0,0,0,0,0,20220804,20221120
245983524599011,0,0,0,0,0,0,0,20220804,20221120
245983524599014,0,0,0,0,0,0,0,20220804,20221120
245983524599013,0,0,0,0,0,0,0,20220804,20221120
245983524599012,0,0,0,0,0,0,0,20220804,20221120
245986024599025,0,0,0,0,0,0,0,20220804,20221120
245984224598524,0,0,0,0,0,0,0,20220804,20221120
245985624599023,0,0,0,0,0,0,0,20220804,20221120
245985624599024,0,0,0,0,0,0,0,20220804,20221120
245985624599021,0,0,0,0,0,0,0,20220804,20221120
245985624599022,0,0,0,0,0,0,0,20220804,20221120
245985624599025,0,0,0,0,0,0,0,20220804,20221120
245980024598252,0,0,0,0,0,0,0,20220804,20221120
245979924598031,0,0,0,0,0,0,0,20220804,20221120
245980624599031,0,0,0,0,0,0,0,20220804,20221120
245980624599034,0,0,0,0,0,0,0,20220804,20221120
245980624599035,0,0,0,0,0,0,0,20220804,20221120
245980624599036,0,0,0,0,0,0,0,20220804,20221120
245980624599033,0,0,0,0,0,0,0,20220804,20221120
245980624599037,0,0,0,0,0,0,0,20220804,20221120
245980724599021,0,0,0,0,0,0,0,20220804,20221120
245980724599022,0,0,0,0,0,0,0,20220804,20221120
245980724599024,0,0,0,0,0,0,0,20220804,20221120
245980724599025,0,0,0,0,0,0,0,20220804,20221120
245980724599023,0,0,0,0,0,0,0,20220804,20221120
245980524599036,0,0,0,0,0,0,0,20220804,20221120
245980624598207,0,0,0,0,0,0,0,20220804,20221120
245979924598266,0,0,0,0,0,0,0,20220804,20221120
245983424599037,0,0,0,0,0,0,0,20220804,20221120
245983424599036,0,0,0,0,0,0,0,20220804,20221120
245980024599022,0,0,0,0,0,0,0,20220804,20221120
245980024599023,0,0,0,0,0,0,0,20220804,20221120
245980024599025,0,0,0,0,0,0,0,20220804,20221120
245980024599024,0,0,0,0,0,0,0,20220804,20221120
245979824599036,0,0,0,0,0,0,0,20220804,20221120
245980024598115,0,0,0,0,0,0,0,20220804,20221120
245980024598112,0,0,0,0,0,0,0,20220804,20221120
245981424598195,0,0,0,0,0,0,0,20220804,20221120
245982024599036,0,0,0,0,0,0,0,20220804,20221120
245982024599037,0,0,0,0,0,0,0,20220804,20221120
245982024599033,0,0,0,0,0,0,0,20220804,20221120
245982024599035,0,0,0,0,0,0,0,20220804,20221120
245982024599032,0,0,0,0,0,0,0,20220804,20221120
245982024599034,0,0,0,0,0,0,0,20220804,20221120
245979624597986,0,0,0,0,0,0,0,20220804,20221120
245979924599037,0,0,0,0,0,0,0,20220804,20221120
245979924599034,0,0,0,0,0,0,0,20220804,20221120
245979924599031,0,0,0,0,0,0,0,20220804,20221120
245979924599035,0,0,0,0,0,0,0,20220804,20221120
245979924599032,0,0,0,0,0,0,0,20220804,20221120
245979924598207,0,0,0,0,0,0,0,20220804,20221120
245984124599037,0,0,0,0,0,0,0,20220804,20221120
245984124599036,0,0,0,0,0,0,0,20220804,20221120
245982824598336,0,0,0,0,0,0,0,20220804,20221120
245982124598243,0,0,0,0,0,0,0,20220804,20221120
245983524598381,0,0,0,0,0,0,0,20220804,20221120
245984924599012,0,0,0,0,0,0,0,20220804,20221120
245984924599014,0,0,0,0,0,0,0,20220804,20221120
245984924599011,0,0,0,0,0,0,0,20220804,20221120
245981624598184,0,0,0,0,0,0,0,20220804,20221120
245982124598253,0,0,0,0,0,0,0,20220804,20221120
245980524598056,0,0,0,0,0,0,0,20220804,20221120
245984024599036,0,0,0,0,0,0,0,20220804,20221120
245984124598487,0,0,0,0,0,0,0,20220804,20221120
245985524599037,0,0,0,0,0,0,0,20220804,20221120
245984924598521,0,0,0,0,0,0,0,20220804,20221120
245979924598977,0,0,0,0,0,0,0,20220804,20221120
245984124598417,0,0,0,0,0,0,0,20220804,20221120
245986224598977,0,0,0,0,0,0,0,20220804,20221120
245984924599023,0,0,0,0,0,0,0,20220804,20221120
245984924599024,0,0,0,0,0,0,0,20220804,20221120
245984924599025,0,0,0,0,0,0,0,20220804,20221120
245984924599022,0,0,0,0,0,0,0,20220804,20221120
245981524598162,0,0,0,0,0,0,0,20220804,20221120
245980724598185,0,0,0,0,0,0,0,20220804,20221120
245980724598184,0,0,0,0,0,0,0,20220804,20221120
245983224598335,0,0,0,0,0,0,0,20220804,20221120
245983224599025,0,0,0,0,0,0,0,20220804,20221120
245980424599025,0,0,0,0,0,0,0,20220804,20221120
245984224598465,0,0,0,0,0,0,0,20220804,20221120
245981924598266,0,0,0,0,0,0,0,20220804,20221120
245986124599036,0,0,0,0,0,0,0,20220804,20221120
245982024598207,0,0,0,0,0,0,0,20220804,20221120
245985624599012,0,0,0,0,0,0,0,20220804,20221120
245985624599013,0,0,0,0,0,0,0,20220804,20221120
245980024598043,0,0,0,0,0,0,0,20220804,20221120
245980724599044,0,0,0,0,0,0,0,20220804,20221120
245980724599046,0,0,0,0,0,0,0,20220804,20221120
245980724599042,0,0,0,0,0,0,0,20220804,20221120
245980724599045,0,0,0,0,0,0,0,20220804,20221120
245980024598184,0,0,0,0,0,0,0,20220804,20221120
245980024598185,0,0,0,0,0,0,0,20220804,20221120
245981324598207,0,0,0,0,0,0,0,20220804,20221120
245982924598392,0,0,0,0,0,0,0,20220804,20221120
245984224599021,0,0,0,0,0,0,0,20220804,20221120
245984224599023,0,0,0,0,0,0,0,20220804,20221120
245984224599024,0,0,0,0,0,0,0,20220804,20221120
245985324599025,0,0,0,0,0,0,0,20220804,20221120
245980024598242,0,0,0,0,0,0,0,20220804,20221120
245980024598244,0,0,0,0,0,0,0,20220804,20221120
245980024598241,0,0,0,0,0,0,0,20220804,20221120
245979724598185,0,0,0,0,0,0,0,20220804,20221120
245984124598977,0,0,0,0,0,0,0,20220804,20221120
245981224599036,0,0,0,0,0,0,0,20220804,20221120
245982824598292,0,0,0,0,0,0,0,20220804,20221120
245981424598263,0,0,0,0,0,0,0,20220804,20221120
245982924598335,0,0,0,0,0,0,0,20220804,20221120
245983524599035,0,0,0,0,0,0,0,20220804,20221120
245983524599031,0,0,0,0,0,0,0,20220804,20221120
245983524599034,0,0,0,0,0,0,0,20220804,20221120
245983524599033,0,0,0,0,0,0,0,20220804,20221120
245983924599025,0,0,0,0,0,0,0,20220804,20221120
245983624598392,0,0,0,0,0,0,0,20220804,20221120
