service_id,date,exception_type
245980724598253,20220824,1
245980724598254,20220825,1
245980724598252,20220830,1
245980724598254,20220901,1
245980724598255,20220902,1
245983524599024,20220915,1
245983524599025,20220916,1
245983524599024,20220922,1
245983524599021,20220926,1
245983524599025,20221007,1
245983524599023,20221026,1
245983524599024,20221027,1
245980024598034,20220811,1
245980724598241,20220829,1
245980724598243,20220831,1
245983524599011,20220919,1
245983524599014,20220922,1
245983524599011,20220926,1
245983524599013,20220928,1
245983524599012,20221004,1
245983524599014,20221006,1
245983524599012,20221018,1
245983524599012,20221025,1
245983524599013,20221026,1
245986024599025,20221104,1
245984224598524,20220922,1
245985624599023,20221012,1
245985624599024,20221020,1
245985624599021,20221024,1
245985624599022,20221025,1
245985624599023,20221026,1
245985624599022,20221101,1
245985624599021,20221107,1
245985624599022,20221108,1
245985624599025,20221111,1
245980024598252,20220830,1
245979924598031,20220808,1
245980624599031,20220829,1
245980624599034,20220908,1
245980624599035,20220909,1
245980624599036,20220910,1
245980624599033,20220914,1
245980624599037,20220925,1
245980624599036,20221015,1
245980624599033,20221019,1
245980624599036,20221022,1
245980624599033,20221109,1
245980724599021,20220822,1
245980724599022,20220823,1
245980724599024,20220825,1
245980724599025,20220902,1
245980724599022,20220906,1
245980724599025,20220923,1
245980724599024,20221006,1
245980724599025,20221014,1
245980724599023,20221019,1
245980724599025,20221028,1
245980724599021,20221031,1
245980724599023,20221102,1
245980724599025,20221104,1
245980724599021,20221114,1
245980524599036,20220903,1
245980524599036,20221105,1
245980524599036,20221119,1
245980624598207,20220828,1
245979924598266,20220813,1
245983424599037,20221009,1
245983424599036,20221105,1
245983424599036,20221119,1
245980024599022,20220809,1
245980024599023,20220810,1
245980024599023,20220824,1
245980024599022,20220920,1
245980024599025,20220923,1
245980024599022,20221011,1
245980024599024,20221013,1
245979824599036,20221119,1
245980024598115,20220812,1
245980024598112,20220816,1
245981424598195,20220826,1
245982024599036,20220903,1
245982024599037,20220904,1
245982024599036,20220910,1
245982024599037,20220918,1
245982024599033,20220921,1
245982024599037,20220925,1
245982024599035,20220930,1
245982024599036,20221008,1
245982024599032,20221025,1
245982024599037,20221106,1
245982024599033,20221116,1
245982024599034,20221117,1
245979624597986,20220806,1
245979924599037,20220918,1
245979924599034,20220922,1
245979924599031,20221003,1
245979924599037,20221009,1
245979924599035,20221014,1
245979924599035,20221021,1
245979924599032,20221101,1
245979924599032,20221115,1
245979924599035,20221118,1
245979924598207,20220807,1
245984124599037,20221023,1
245984124599036,20221105,1
245984124599036,20221112,1
245982824598336,20220910,1
245982124598243,20220831,1
245983524598381,20220912,1
245984924599012,20220927,1
245984924599014,20220929,1
245984924599011,20221010,1
245984924599011,20221017,1
245984924599012,20221018,1
245984924599014,20221027,1
245984924599012,20221115,1
245981624598184,20220825,1
245982124598253,20220831,1
245980524598056,20220813,1
245984024599036,20221105,1
245984124598487,20220918,1
245985524599037,20221023,1
245984924598521,20220926,1
245979924598977,20220904,1
245979924598977,20221002,1
245979924598977,20221009,1
245984124598417,20220918,1
245986224598977,20221030,1
245986224598977,20221113,1
245984924599023,20221005,1
245984924599023,20221012,1
245984924599024,20221020,1
245984924599025,20221021,1
245984924599023,20221026,1
245984924599022,20221108,1
245984924599023,20221109,1
245981524598162,20220823,1
245980724598185,20220819,1
245980724598184,20220825,1
245983224598335,20220909,1
245983224599025,20221118,1
245980424599025,20221007,1
245980424599025,20221021,1
245980424599025,20221118,1
245984224598465,20220923,1
245981924598266,20220827,1
245986124599036,20221105,1
245986124599036,20221112,1
245982024598207,20220828,1
245985624599012,20221018,1
245985624599013,20221116,1
245980024598043,20220810,1
245980724599044,20220922,1
245980724599044,20220929,1
245980724599046,20221015,1
245980724599042,20221018,1
245980724599044,20221027,1
245980724599044,20221110,1
245980724599045,20221111,1
245980024598184,20220811,1
245980024598185,20220826,1
245981324598207,20220821,1
245982924598392,20220913,1
245984224599021,20221003,1
245984224599023,20221005,1
245984224599024,20221006,1
245984224599021,20221024,1
245984224599021,20221107,1
245984224599023,20221116,1
245984224599024,20221117,1
245985324599025,20221014,1
245985324599025,20221104,1
245980024598242,20220809,1
245980024598244,20220818,1
245980024598241,20220822,1
245979724598185,20220812,1
245984124598977,20221113,1
245981224599036,20220924,1
245982824598292,20220906,1
245981424598263,20220824,1
245982924598335,20220909,1
245983524599035,20220916,1
245983524599031,20221003,1
245983524599034,20221006,1
245983524599035,20221007,1
245983524599031,20221010,1
245983524599031,20221024,1
245983524599033,20221109,1
245983924599025,20221014,1
245983624598392,20220913,1
245983624598393,20220914,1
245982924598322,20220906,1
245983524599023,20220914,1
