service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
246019124601921,0,0,0,0,0,0,0,20230801,20231007
246019824602257,0,0,0,0,0,0,0,20230801,20231007
246017124601882,0,0,0,0,0,0,0,20230801,20231007
246017124601883,0,0,0,0,0,0,0,20230801,20231007
246019324601953,0,0,0,0,0,0,0,20230801,20231007
246019324601954,0,0,0,0,0,0,0,20230801,20231007
246019924602233,0,0,0,0,0,0,0,20230801,20231007
246020324602255,0,0,0,0,0,0,0,20230801,20231007
246020524602252,0,0,0,0,0,0,0,20230801,20231007
246020524602254,0,0,0,0,0,0,0,20230801,20231007
246020524602255,0,0,0,0,0,0,0,20230801,20231007
246019924602022,0,0,0,0,0,0,0,20230801,20231007
246020524602231,0,0,0,0,0,0,0,20230801,20231007
246020524602237,0,0,0,0,0,0,0,20230801,20231007
246020524602233,0,0,0,0,0,0,0,20230801,20231007
246020524602234,0,0,0,0,0,0,0,20230801,20231007
246021024602105,0,0,0,0,0,0,0,20230801,20231007
246021724602175,0,0,0,0,0,0,0,20230801,20231007
246018924601895,0,0,0,0,0,0,0,20230801,20231007
246018524601882,0,0,0,0,0,0,0,20230801,20231007
246018724601873,0,0,0,0,0,0,0,20230801,20231007
246020724602103,0,0,0,0,0,0,0,20230801,20231007
246015824601604,0,0,0,0,0,0,0,20230801,20231007
246016524601742,0,0,0,0,0,0,0,20230801,20231007
246018124601814,0,0,0,0,0,0,0,20230801,20231007
246016424601851,0,0,0,0,0,0,0,20230801,20231007
246019624602175,0,0,0,0,0,0,0,20230801,20231007
246016424601883,0,0,0,0,0,0,0,20230801,20231007
246018524601883,0,0,0,0,0,0,0,20230801,20231007
246016424601823,0,0,0,0,0,0,0,20230801,20231007
246016424601821,0,0,0,0,0,0,0,20230801,20231007
246019924602245,0,0,0,0,0,0,0,20230801,20231007
246019924602243,0,0,0,0,0,0,0,20230801,20231007
246019624602245,0,0,0,0,0,0,0,20230801,20231007
246016424601893,0,0,0,0,0,0,0,20230801,20231007
246016424601892,0,0,0,0,0,0,0,20230801,20231007
246016324601847,0,0,0,0,0,0,0,20230801,20231007
246019824602197,0,0,0,0,0,0,0,20230801,20231007
246016224602256,0,0,0,0,0,0,0,20230801,20231007
246016424601681,0,0,0,0,0,0,0,20230801,20231007
246021324602242,0,0,0,0,0,0,0,20230801,20231007
246015824601744,0,0,0,0,0,0,0,20230801,20231007
246019924602201,0,0,0,0,0,0,0,20230801,20231007
246018624602232,0,0,0,0,0,0,0,20230801,20231007
246018624602233,0,0,0,0,0,0,0,20230801,20231007
246021124602116,0,0,0,0,0,0,0,20230801,20231007
246016424601751,0,0,0,0,0,0,0,20230801,20231007
246016424601753,0,0,0,0,0,0,0,20230801,20231007
246019424601953,0,0,0,0,0,0,0,20230801,20231007
246017824601802,0,0,0,0,0,0,0,20230801,20231007
246017824601803,0,0,0,0,0,0,0,20230801,20231007
246019524601964,0,0,0,0,0,0,0,20230801,20231007
246016324602257,0,0,0,0,0,0,0,20230801,20231007
246016324602256,0,0,0,0,0,0,0,20230801,20231007
246021824602256,0,0,0,0,0,0,0,20230801,20231007
246017824601851,0,0,0,0,0,0,0,20230801,20231007
246018624601883,0,0,0,0,0,0,0,20230801,20231007
246017124601711,0,0,0,0,0,0,0,20230801,20231007
246021224602257,0,0,0,0,0,0,0,20230801,20231007
246021224602255,0,0,0,0,0,0,0,20230801,20231007
246016324602251,0,0,0,0,0,0,0,20230801,20231007
246016324602254,0,0,0,0,0,0,0,20230801,20231007
246016324602255,0,0,0,0,0,0,0,20230801,20231007
246016124601755,0,0,0,0,0,0,0,20230801,20231007
246016224601906,0,0,0,0,0,0,0,20230801,20231007
246017124601751,0,0,0,0,0,0,0,20230801,20231007
246017824601882,0,0,0,0,0,0,0,20230801,20231007
246017824601881,0,0,0,0,0,0,0,20230801,20231007
246020624602094,0,0,0,0,0,0,0,20230801,20231007
246021324602175,0,0,0,0,0,0,0,20230801,20231007
246017624602256,0,0,0,0,0,0,0,20230801,20231007
246015824601824,0,0,0,0,0,0,0,20230801,20231007
246019324602245,0,0,0,0,0,0,0,20230801,20231007
246019324602243,0,0,0,0,0,0,0,20230801,20231007
246019324602244,0,0,0,0,0,0,0,20230801,20231007
246016324601831,0,0,0,0,0,0,0,20230801,20231007
246016324601832,0,0,0,0,0,0,0,20230801,20231007
246016324601833,0,0,0,0,0,0,0,20230801,20231007
246016324601835,0,0,0,0,0,0,0,20230801,20231007
246019324601975,0,0,0,0,0,0,0,20230801,20231007
246019824602251,0,0,0,0,0,0,0,20230801,20231007
246019824602252,0,0,0,0,0,0,0,20230801,20231007
246019924602174,0,0,0,0,0,0,0,20230801,20231007
246019924602173,0,0,0,0,0,0,0,20230801,20231007
246017724601906,0,0,0,0,0,0,0,20230801,20231007
246021124602256,0,0,0,0,0,0,0,20230801,20231007
246016424602242,0,0,0,0,0,0,0,20230801,20231007
246016424602245,0,0,0,0,0,0,0,20230801,20231007
246016424602241,0,0,0,0,0,0,0,20230801,20231007
246016424602244,0,0,0,0,0,0,0,20230801,20231007
246016424602243,0,0,0,0,0,0,0,20230801,20231007
246016324602197,0,0,0,0,0,0,0,20230801,20231007
246016224601836,0,0,0,0,0,0,0,20230801,20231007
246017624602046,0,0,0,0,0,0,0,20230801,20231007
246019224601931,0,0,0,0,0,0,0,20230801,20231007
246019924602091,0,0,0,0,0,0,0,20230801,20231007
246016324602242,0,0,0,0,0,0,0,20230801,20231007
246016324602244,0,0,0,0,0,0,0,20230801,20231007
246016324602245,0,0,0,0,0,0,0,20230801,20231007
246016324602247,0,0,0,0,0,0,0,20230801,20231007
246016324602241,0,0,0,0,0,0,0,20230801,20231007
246016324602243,0,0,0,0,0,0,0,20230801,20231007
246016424602035,0,0,0,0,0,0,0,20230801,20231007
246016424602031,0,0,0,0,0,0,0,20230801,20231007
